trade_date,daily_return,long_ret,short_ret,sigma_s,dispersion_indicator,scale,signal_mode,gap_open_coef,dispersion_metric,signal_mean,signal_std,gross_exposure,turnover,weight_concentration,active_count,gap_mean,gap_std,gross_return,slippage_cost
2015-02-02,-0.026336294077843908,0.0030427676578936333,0.0024856866563799833,0.30209293121023567,0.01233410956936649,1.0,gap_residual,0.7,long_short_mean_gap,0.003626829882796716,0.005871173217072145,2.0,3.1864748392117526,0.7003286630329252,10,-0.009034826005793991,0.0056698661256483875,0.005528454314273616,0.031864748392117524
2015-02-03,-0.019206451037469943,-0.007890815601557513,0.02173211299893762,0.07457265431360284,0.019717893125850795,1.0,gap_residual,0.7,long_short_mean_gap,-0.00283356427074929,0.00868229937697023,2.0,3.3047748434850055,0.7101262816006402,10,0.010962473148333618,0.012427678082698675,0.013841297397380112,0.033047748434850054
2015-02-04,-0.017111644836992686,0.013155549247838592,0.0015203234282492543,0.22983499914118197,0.01586775022816158,1.0,gap_residual,0.7,long_short_mean_gap,0.0023171416512104675,0.007072022255697913,2.0,3.178751751308053,0.7199255404149011,10,0.008876439691577946,0.009499534560589341,0.014675872676087847,0.03178751751308053
2015-02-05,-0.024436408329331596,0.007291012907122709,-0.004890094425594975,0.15553207281582937,0.02159881883076118,1.0,gap_residual,0.7,long_short_mean_gap,0.0017412807629345998,0.009758672532869024,1.9999999999999998,2.683732681085933,0.6970163821136047,10,-0.0033675592148229407,0.010137325015235213,0.002400918481527734,0.02683732681085933
2015-02-06,-0.027257708464404066,0.0045382074204483374,-0.002040471046479994,0.05971124714543943,0.010909400579114848,1.0,gap_residual,0.7,long_short_mean_gap,0.0036375334814277146,0.004659900777764906,2.0,2.9755444838372407,0.6863387788094856,10,0.003479215205428814,0.006344408280176986,0.0024977363739683437,0.02975544483837241
2015-02-09,-0.025666298568786057,-0.0013761449980836307,0.007388893784649601,0.37735604162835884,0.025991837290475384,1.0,gap_residual,0.7,long_short_mean_gap,0.0037004257929365734,0.012765124998513367,1.9999999999999998,3.1679047355352026,0.7706430065845271,10,0.005923261990182775,0.008235172362294433,0.00601274878656597,0.03167904735535203
2015-02-10,-0.03458076852920533,0.0004516944130611086,-0.003979887829691768,0.09418090432967437,0.01354490134412565,1.0,gap_residual,0.7,long_short_mean_gap,0.0011074934476732598,0.005442518205109372,2.0,3.105257511257467,0.6512368042875253,10,-0.0010261447675695048,0.006717199372289368,-0.0035281934166306594,0.03105257511257467
2015-02-12,-0.026922560831231956,0.005244098482589478,-0.0007077658294489233,0.19035383050787202,0.01634086487117428,1.0,gap_residual,0.7,long_short_mean_gap,-0.001888564358816706,0.008602736780256248,2.0,3.145889348437251,0.7382102592784325,10,0.009418118770674007,0.006930278812730007,0.004536332653140554,0.03145889348437251
2015-02-13,-0.032937480467118266,-0.00040240113022993435,0.005770225438883265,0.263573568074533,0.010724634232252516,1.0,gap_residual,0.7,long_short_mean_gap,2.147810621264287e-06,0.00559336491470085,2.0,3.8305304775771596,0.7836825473174192,10,0.0015808170566792617,0.0035378652666064477,0.0053678243086533305,0.0383053047757716
2015-02-16,-0.014490977649007293,0.008609908901172669,0.0002165378469675132,0.2230181957947076,0.013659630704056536,1.0,gap_residual,0.7,long_short_mean_gap,0.0023142028134554866,0.006785627542118707,2.0,2.3317424397147475,0.743122901365152,10,0.00390721590799543,0.004992141364773114,0.008826446748140182,0.023317424397147474
2015-02-18,-0.02562860354565479,0.002591314065287346,-0.0006655940958700426,0.05504080992238411,0.007407542212273444,1.0,gap_residual,0.7,long_short_mean_gap,0.0016893834243888789,0.0031309275130547783,2.0,2.755432351507209,0.6808942229323771,10,0.005880636181646568,0.0037298849354432877,0.001925719969417303,0.02755432351507209
2015-02-19,-0.026804893927335927,0.0078011400748720285,-0.000902156791903681,0.21954737599812235,0.017974733824976427,1.0,gap_residual,0.7,long_short_mean_gap,-0.0018092414665891764,0.01014895295917648,2.0,3.3703877210304274,0.8452401431280461,10,0.002825745232604593,0.0057847808240185,0.006898983282968348,0.033703877210304274
2015-02-20,-0.02972067252395817,0.001501812191874138,0.002617058573070782,0.13917525181366525,0.00993233185011937,1.0,gap_residual,0.7,long_short_mean_gap,0.0007355359971254569,0.004175764665248407,2.0,3.383954328890309,0.661781051661789,10,0.0031301485326067947,0.005106217768027661,0.00411887076494492,0.03383954328890309
2015-02-23,-0.018831815986750197,0.0015920905040085706,0.004132690602507753,0.06390893185998471,0.011168418066281282,1.0,gap_residual,0.7,long_short_mean_gap,-7.250391828262468e-05,0.005226127994074362,2.0,2.455659709326652,0.7412655940121394,10,0.0065282180601518615,0.005196500846685786,0.0057247811065163235,0.02455659709326652
2015-02-24,-0.01622686897904521,0.0055512115109483656,-0.0005889036637214772,0.10069260822623505,0.016108727395908448,1.0,gap_residual,0.7,long_short_mean_gap,0.0008658758352161279,0.0077607214468795385,2.0,2.11891768262721,0.7574523298444125,10,-0.00031689949571091794,0.005527686004357875,0.0049623078472268885,0.0211891768262721
2015-02-25,-0.016680113877562488,0.0024125384688082102,0.012740934855739343,0.06219737374959078,0.014035913530465982,1.0,gap_residual,0.7,long_short_mean_gap,-0.0017720001522283696,0.006929390781072145,2.0,3.183358720211004,0.8027945601366262,10,0.0059192424953325214,0.0076576165244933835,0.015153473324547553,0.03183358720211004
2015-02-26,-0.022671826935429854,0.0076931836102951,-0.000130870417769336,0.10229028610248651,0.01083575550298841,1.0,gap_residual,0.7,long_short_mean_gap,-0.00031137268017969943,0.004809088480462274,2.0,3.0234140127955618,0.7064821743387177,10,0.001406728316301685,0.006683875094292677,0.007562313192525764,0.030234140127955618
2015-02-27,-0.02110402218446319,0.0013145808875618518,0.00096508138071336,0.12088076259667425,0.014077650757022876,1.0,gap_residual,0.7,long_short_mean_gap,-0.002916067129649653,0.007613927784475996,2.0,2.3383684452738405,0.8155417556379202,10,0.005786076674782559,0.005866459876832547,0.002279662268275212,0.023383684452738404
2015-03-02,-0.019679136803437833,-0.0004933315630719575,0.0025010208689573397,0.06356585389934291,0.01090839932892105,1.0,gap_residual,0.7,long_short_mean_gap,-0.00224472894371169,0.005883320237724696,1.9999999999999998,2.1686826109323216,0.8482422585403223,10,0.0052417498964811,0.004278412761446831,0.002007689305885383,0.021686826109323216
2015-03-03,-0.027784698021748242,-0.003702715042804016,0.012109451522080074,0.1772627349412145,0.011020112725199493,1.0,gap_residual,0.7,long_short_mean_gap,-0.00013511169178822622,0.00495274776401192,2.0,3.6191434501024298,0.7643435586833629,10,0.006718819320612429,0.0067919131583943524,0.008406736479276058,0.0361914345010243
2015-03-04,-0.0407398199072628,-0.0037233177478229814,0.0029834978405601773,0.08503062575058526,0.01100743907408841,1.0,gap_residual,0.7,long_short_mean_gap,0.00010812915155913056,0.007286940227609617,2.0,4.0,0.8927785056443681,10,-0.00264667728263498,0.00266326529954242,-0.0007398199072628042,0.04
2015-03-05,-0.031872092554583835,0.006649673782378256,-0.004300629795359905,0.07761740425014027,0.008829086232320704,1.0,gap_residual,0.7,long_short_mean_gap,-1.3610053021310067e-05,0.0038438729574657602,2.0,3.422113654160219,0.6919947792929256,10,0.0006529323928009011,0.005519959907341654,0.002349043987018351,0.034221136541602186
2015-03-06,-0.03170500525821291,0.0063231762597815745,0.00022928329145242935,0.11556051803171337,0.01613700823314248,1.0,gap_residual,0.7,long_short_mean_gap,-0.003668287161357802,0.008256359372156873,2.0,3.8257464809446917,0.7289623117452165,10,0.005529532192969392,0.005734134683122382,0.006552459551234005,0.03825746480944692
2015-03-09,-0.013320874831484525,0.004969177156665023,0.005713423376434131,0.21331512327703323,0.013138622420544487,1.0,gap_residual,0.7,long_short_mean_gap,-0.0010310023301840826,0.006143417972052501,1.9999999999999998,2.400347536458368,0.7520094326916512,10,-0.00030922543111914813,0.005410335823952644,0.010682600533099154,0.02400347536458368
2015-03-10,-0.01858760918755521,-0.0014636286431439593,0.005564918335610581,0.06704108609711902,0.012214992923683065,1.0,gap_residual,0.7,long_short_mean_gap,0.0033704900807383807,0.006341816791439889,2.0,2.268889888002183,0.8237001114090957,10,0.000472643243400409,0.005926776985707423,0.004101289692466622,0.022688898880021832
2015-03-11,-0.021244675218457576,0.007340235469920414,-0.0022111072841482626,0.1473973360252416,0.014131112826578507,1.0,gap_residual,0.7,long_short_mean_gap,0.000131984233600776,0.007146295030121303,2.0,2.6373803404229728,0.7741745876407511,10,-0.004047811855810118,0.004845408877904155,0.005129128185772151,0.026373803404229727
2015-03-12,-0.025905055541649655,0.00995735667874384,-0.0034613319214753906,0.1451723014982338,0.012122855263878816,1.0,gap_residual,0.7,long_short_mean_gap,0.0004903845314371857,0.005268296486094946,2.0,3.2401080298918106,0.7045866357034269,10,0.0027052042933412863,0.006527903930223537,0.006496024757268449,0.032401080298918104
2015-03-13,-0.03248174350011423,0.00378851121873822,0.00023237115479039615,0.2184584227473693,0.019832350617102423,1.0,gap_residual,0.7,long_short_mean_gap,-0.003730872634443716,0.010628311386087828,1.9999999999999998,3.6502625873642844,0.7410904762848528,10,0.009512608319396546,0.006310466878896719,0.004020882373528616,0.03650262587364284
2015-03-16,-0.0320930387957073,-0.00966839089808414,0.0019798872683097586,0.06978228832957072,0.007687514991803025,1.0,gap_residual,0.7,long_short_mean_gap,-0.0008025559122246608,0.0034209442792200047,2.0,2.440453516593292,0.7300330340212506,10,0.0007717591864808563,0.0033814248139584138,-0.007688503629774383,0.024404535165932918
2015-03-17,-0.019528153632851125,0.00597422320455959,0.003217984016610294,0.14123403668171228,0.009660104064300424,1.0,gap_residual,0.7,long_short_mean_gap,0.0022314863999388125,0.003946192719414035,2.0,2.8720360854021005,0.642952086600141,10,0.003110966432093031,0.004184570603417552,0.009192207221169884,0.028720360854021007
2015-03-18,-0.022683411093569302,0.005580289332541353,0.0010885524521637591,0.04483505682453283,0.013532482273714775,1.0,gap_residual,0.7,long_short_mean_gap,0.0005323698344988,0.005813787625108049,2.0,2.9352252878274414,0.6862047627354906,10,0.0007689640414977524,0.006861156814342067,0.0066688417847051125,0.029352252878274414
2015-03-19,-0.014228514325004021,-0.0008259766968068651,0.012884661615957221,0.10437968319491191,0.0150563347548748,1.0,gap_residual,0.7,long_short_mean_gap,0.0006988601687228859,0.006677144010145957,2.0,2.628719924415438,0.7146668558593163,10,0.001988294775492861,0.00947181631199678,0.012058684919150357,0.026287199244154378
2015-03-20,-0.024465889160525105,0.004036416974523836,0.0016154537572625402,0.17041718038396073,0.014743790239084986,1.0,gap_residual,0.7,long_short_mean_gap,-0.00020719773509325634,0.006988069494241158,2.0,3.011775989231148,0.7411646690467281,10,0.002733257775427858,0.007451894293876572,0.005651870731786376,0.030117759892311483
2015-03-23,-0.017296509343475472,0.012150997310932036,-0.0021733184817636056,0.048513477101616596,0.008735062494412337,1.0,gap_residual,0.7,long_short_mean_gap,0.0007757979822179536,0.003835539976439057,1.9999999999999998,2.72741881726439,0.7145719434436237,10,0.003141184316795893,0.004697622643794876,0.00997767882916843,0.0272741881726439
2015-03-24,-0.015030139783908266,0.006470695106144643,0.0004305159575416551,0.062205224255171755,0.012263929762446812,1.0,gap_residual,0.7,long_short_mean_gap,-0.0002445804762270488,0.0075152271025254735,2.0,2.193135084759456,0.9679218685565109,10,-0.000606897471066524,0.004755495187207799,0.0069012110636862975,0.021931350847594563
2015-03-25,-0.024741577269912125,0.0017474989537161283,0.0009088788124701606,0.05141647344556425,0.006291753590903438,1.0,gap_residual,0.7,long_short_mean_gap,0.0034559841802953703,0.002701402467225723,2.0,2.7397955036098414,0.6956971151624112,10,-0.0001396563406681745,0.0036655549674651806,0.002656377766186289,0.027397955036098414
2015-03-26,-0.019470347981565987,0.0025561508164074057,0.00856830844066777,0.3135473894414671,0.011174388561393144,1.0,gap_residual,0.7,long_short_mean_gap,0.0031001247992945894,0.0047077445995602415,2.0,3.059480723864116,0.6674376077883984,10,-0.005360023669821586,0.007791032004870905,0.011124459257075175,0.03059480723864116
2015-03-27,-0.01521337071854794,0.0038103696663347036,0.011611248890061696,0.062092767732222345,0.012184287418686135,1.0,gap_residual,0.7,long_short_mean_gap,0.00012140442476075087,0.0051676795327951965,2.0,3.0634989274944338,0.6753298204184183,10,0.0012084616626971624,0.007567320627113252,0.0154216185563964,0.03063498927494434
2015-03-30,-0.01895871965605335,-0.00040449177869730503,0.0080191076447,0.14807087140760197,0.010598599912986107,1.0,gap_residual,0.7,long_short_mean_gap,-0.00019881851920951454,0.00475095811707576,2.0,2.6573335522056043,0.6975312017883244,10,0.0035307616727326767,0.00464682472450899,0.007614615866002694,0.026573335522056044
2015-03-31,-0.02431299317391077,-0.0006024784307180195,0.009853869580828175,0.07380374663366246,0.013856161924825017,1.0,gap_residual,0.7,long_short_mean_gap,0.00302944888652311,0.006332595218822741,2.0000000000000004,3.3564384324020926,0.7429869421112089,10,0.007583740075245433,0.00672990616129053,0.009251391150110155,0.033564384324020924
2015-04-01,-0.03227928419391983,-0.004038700542031199,0.007063721706707823,0.09929896510001919,0.016368786375636678,1.0,gap_residual,0.7,long_short_mean_gap,0.0032699004463360094,0.007035677891756656,2.0,3.530430535859645,0.6893727542451316,10,-0.007264394768578842,0.009973749482958935,0.0030250211646766245,0.03530430535859645
2015-04-02,-0.014372240451637666,0.02001970688793677,-0.0025215871545562173,0.09405690033450187,0.016370892482382236,1.0,gap_residual,0.7,long_short_mean_gap,-0.00036295324739336643,0.006784564606847174,2.0,3.187036018501822,0.6629825094595886,10,0.0047503372517718485,0.008556524749957708,0.01749811973338055,0.031870360185018216
2015-04-03,-0.021520139435685492,0.0033664403729692016,0.0007493048785832054,0.04903523390691497,0.015309085827164438,1.0,gap_residual,0.7,long_short_mean_gap,0.00044720634731040983,0.00680619968164866,2.0,2.5635884687237898,0.7048025274985332,10,-0.00027042011052626783,0.007842858747077444,0.004115745251552408,0.0256358846872379
2015-04-07,-0.027965220416652135,0.004527645130486363,0.001151402553460176,0.0647587154308547,0.009459562012352318,1.0,gap_residual,0.7,long_short_mean_gap,0.0003131513089092332,0.004054304395901441,2.0,3.3644268100598675,0.6847194182087257,10,0.006503787727206363,0.005793286341648577,0.00567904768394654,0.03364426810059867
2015-04-08,-0.0307161442440164,0.004245668931163254,-0.0010666029779302002,0.09232821317010831,0.006848704309561793,1.0,gap_residual,0.7,long_short_mean_gap,0.001075862772596016,0.003170668835429715,2.0,3.3895210197249455,0.7478451618005283,10,0.0032376867403491097,0.0044511417383541335,0.0031790659532330533,0.033895210197249455
2015-04-09,-0.024695234573543112,0.006463400595321112,-0.0005482164591802567,0.10982397237930418,0.007960842692311232,1.0,gap_residual,0.7,long_short_mean_gap,0.0024885201272415967,0.0038291992554457576,2.0,3.061041870968397,0.7638955219198125,10,0.0018077646177927574,0.004928396384265476,0.005915184136140854,0.030610418709683968
2015-04-10,-0.0241348221084755,0.0018010091996411644,0.004365524513409134,0.13498620899291747,0.010753551710384435,1.0,gap_residual,0.7,long_short_mean_gap,0.0007927915932114328,0.004391849213118079,2.0,3.0301355821525795,0.6498110659357224,10,0.0032998952125349312,0.005928315057653846,0.006166533713050298,0.030301355821525797
2015-04-13,-0.024232156020952557,-0.0058215788669193184,0.011130242195291254,0.06440784053265423,0.006738516285507035,1.0,gap_residual,0.7,long_short_mean_gap,0.002123986005229398,0.003011324344254644,2.0,2.9540819349324487,0.7279530621503507,10,0.0004069980171889218,0.0042283855298681835,0.005308663328371934,0.02954081934932449
2015-04-14,-0.028962301460543086,0.0031011950996914163,0.0023908387258931504,0.11578373437917841,0.007343934566383936,1.0,gap_residual,0.7,long_short_mean_gap,-0.00022756658688845543,0.0032510699632357365,2.0,3.445433528612765,0.6968061706239258,10,0.0032657492022863423,0.0050857364335969,0.005492033825584566,0.03445433528612765
2015-04-15,-0.02490383358308949,0.001418836358798711,0.003776183185225471,0.15181372702386503,0.008849465616695883,1.0,gap_residual,0.7,long_short_mean_gap,-0.0006020880497655028,0.0037509921725713555,2.0,3.009885312711367,0.6856634294799026,10,0.001705537051533665,0.005332831182597373,0.005195019544024182,0.030098853127113672
2015-04-16,-0.021539403566819413,0.01357773305547226,-0.001582500566874482,0.1949705942170719,0.010117661887087005,1.0,gap_residual,0.7,long_short_mean_gap,0.0034291278467959365,0.004271560689697254,2.0,3.353463605541719,0.6678585733607162,10,-0.0012020178234938936,0.004023491087715805,0.011995232488597778,0.03353463605541719
2015-04-17,-0.0266275167555954,0.0012772600993669965,0.0010122957258700462,0.05641785531468169,0.009260348486484249,1.0,gap_residual,0.7,long_short_mean_gap,0.0002767728415215129,0.0045511931625597316,2.0,2.8917072580832444,0.7987087071677024,10,0.0012485639155115228,0.006036873996469593,0.0022895558252370427,0.028917072580832443
2015-04-20,-0.010738939674821552,0.005032733935394885,0.006093159590759019,0.14410803203556316,0.009481970397481864,1.0,gap_residual,0.7,long_short_mean_gap,0.003336457698435119,0.004099473729137067,2.0,2.1864833200975453,0.7253313660872116,10,-0.004958997284511559,0.006504251857660823,0.011125893526153903,0.021864833200975455
2015-04-21,-0.03630669401371677,0.012106549806928522,-0.008413243820645287,0.1926280560173005,0.005692481111531556,1.0,gap_residual,0.7,long_short_mean_gap,0.0034848494143070712,0.002831207573500957,2.0,4.0,0.7993658941674333,10,0.0005121451312884276,0.004628552126537167,0.003693305986283232,0.04
2015-04-22,-0.03715034029240383,0.0014155533157038432,-0.008546778196868346,0.13893742388924682,0.009144305118486896,1.0,gap_residual,0.7,long_short_mean_gap,-0.0003510895756317258,0.004018234627576033,2.0,3.001911541123932,0.6941950597296741,10,0.004851450939896499,0.006981424025020688,-0.007131224881164502,0.030019115411239323
2015-04-23,-0.0273525109365642,0.0029355433983516304,0.0035988922773362037,0.05307157961566069,0.007835085171985456,1.0,gap_residual,0.7,long_short_mean_gap,0.0009818669786709102,0.0033455692007566123,2.0,3.388694661225203,0.6550102518170222,10,0.004009407881382951,0.0051976300489280595,0.006534435675687834,0.033886946612252035
2015-04-24,-0.026609752524502775,0.0021826069793188345,0.0030245852331173845,0.05912012479003938,0.00989837911716327,1.0,gap_residual,0.7,long_short_mean_gap,0.0013396277538220605,0.004306867955477767,2.0,3.1816944736938995,0.6945807221565368,10,0.0006559129863004697,0.005793143619880625,0.005207192212436219,0.031816944736938996
2015-04-27,-0.04584343291379314,-0.007387450628693501,0.0015440177149003576,0.20118513659926376,0.011241421303500386,1.0,gap_residual,0.7,long_short_mean_gap,0.0025109864089347352,0.005819122502167018,2.0,4.0,0.8278485255300698,10,-0.00011878601843104571,0.007156008679608379,-0.0058434329137931436,0.04
2015-04-28,-0.023530724024571056,0.004159248091384895,0.005543957822742781,0.20999284104526275,0.01035032890533707,1.0,gap_residual,0.7,long_short_mean_gap,0.0013076122201836594,0.004262203860923427,2.0,3.323392993869873,0.6691922321174906,10,0.003318390837800193,0.00439653989155344,0.009703205914127676,0.03323392993869873
2015-04-30,-0.01750798608099346,-0.005045701071365441,0.02348985127852234,0.10145701783124289,0.010549480202856999,1.0,gap_residual,0.7,long_short_mean_gap,-0.0004682620625285448,0.004699532236621395,1.9999999999999998,3.595213628815036,0.7182615660949245,10,-0.002827482451189173,0.007707355507940383,0.0184441502071569,0.03595213628815036
2015-05-01,-0.03231086485671139,-0.00371980837313857,-0.0008025469829334514,0.3234220668726778,0.009217230159103895,1.0,gap_residual,0.7,long_short_mean_gap,0.005989070422843422,0.0037330111076648398,2.0,2.7788509500639367,0.6529763227043349,10,-0.006075686373186549,0.005469383010442438,-0.004522355356072021,0.027788509500639366
2015-05-07,-0.03385915509958398,0.002020148309404013,-0.0007807359102680769,0.11158048433631633,0.009621888866594697,1.0,gap_residual,0.7,long_short_mean_gap,-0.0016863256114724168,0.004296034809939377,2.0,3.5098567498719913,0.7354156142841263,10,0.0016368027498907794,0.005768197612371736,0.0012394123991359364,0.03509856749871992
2015-05-08,-0.009714327312091334,0.017360735875313327,0.000504009581854393,0.2538052004979217,0.01001772782361674,1.0,gap_residual,0.7,long_short_mean_gap,0.004668431413239615,0.0041392305381381615,2.0,2.757907276925905,0.6614161547274603,10,-0.004471513787266956,0.006247421705869295,0.017864745457167718,0.027579072769259052
2015-05-11,-0.01722766095104732,0.012377644490184563,0.005764897666725133,0.07503273939203087,0.011839225469829184,1.0,gap_residual,0.7,long_short_mean_gap,4.059061439106791e-05,0.0052375478586996075,2.0,3.5370203107957017,0.7167249573911603,10,0.008130401496117675,0.008633705119487928,0.018142542156909695,0.035370203107957014
2015-05-12,-0.030082513858580785,0.0015203862627567529,-0.0002321213042382997,0.10124045011217638,0.01171418444596668,1.0,gap_residual,0.7,long_short_mean_gap,0.0021908524504711127,0.005089331167802942,2.0,3.1370778817099234,0.6685445127048414,10,-0.0006680650989029434,0.006842302637893236,0.001288264958518453,0.03137077881709924
2015-05-13,-0.02533101602397459,-0.001482339501381961,-0.0007740764026225585,0.05733379367722919,0.009307520558258252,1.0,gap_residual,0.7,long_short_mean_gap,-0.00015504334927481344,0.0040665541238079535,2.0,2.307460011997007,0.719860468190722,10,0.000974389199916946,0.005745170764298588,-0.00225641590400452,0.02307460011997007
2015-05-14,-0.02731467279978416,-0.0009731775449477367,0.0020259619922228223,0.050123460113665495,0.009418541220660858,1.0,gap_residual,0.7,long_short_mean_gap,0.000775004086865313,0.004298199248493991,2.0,2.8367457247059247,0.7351951926075423,10,-0.0006579003736209075,0.006423737880608717,0.0010527844472750859,0.028367457247059247
2015-05-15,-0.023236079466811204,0.007354398336835095,0.005392002996395487,0.15228371473545277,0.01250094123142629,1.0,gap_residual,0.7,long_short_mean_gap,-0.0005807371702415083,0.00541392295442824,2.0,3.5982480800041787,0.7062495601173617,10,0.0057341634334951656,0.006957648740804268,0.012746401333230583,0.03598248080004179
