trade_date,daily_return,long_ret,short_ret,sigma_s,dispersion_indicator,scale,signal_mode,gap_open_coef,dispersion_metric,signal_mean,signal_std,weight_concentration,active_count,gap_mean,gap_std
2015-01-05,0.0036611410169598976,-2.1414326630987474e-05,0.0036825553435908855,0.16784412901671844,0.453463859956866,1.0,gap_residual,0.7,long_short_mean_gap,0.13165511871082683,0.5229621630739618,1.0963325479778194,10,-0.06393228465248552,0.2335425618781203
2015-01-06,-0.0007685087638903756,-0.010667828799275424,0.009899320035385052,0.1925118681679571,0.01684118725474091,1.0,gap_residual,0.7,long_short_mean_gap,-0.00038257042949332035,0.007173332282147917,0.6955575428749672,10,-0.013665513314613494,0.005768261697736933
2015-01-07,0.008257085404843127,0.01412703345264502,-0.0058699480478018925,0.17770530961893752,0.01543926924029302,1.0,gap_residual,0.7,long_short_mean_gap,0.0015895956802217147,0.007541114005630363,0.7606380090681172,10,-0.009147449392195734,0.006176018681816839
2015-01-08,0.00930948099045406,0.004182099231041016,0.005127381759413043,0.13625447730731166,0.01800093398654796,1.0,gap_residual,0.7,long_short_mean_gap,-0.0022066404109783544,0.008703939012036248,0.7221525515490014,10,0.008447606922118172,0.006056900136553291
2015-01-09,0.007403567556060208,-0.0002770217116861466,0.007680589267746354,0.10849990813319947,0.016808012447409437,1.0,gap_residual,0.7,long_short_mean_gap,0.00045747908472357375,0.008422323674161293,0.753090978283522,10,0.0055852323218165655,0.009880034735331942
2015-01-13,0.008678619251404125,0.004171508355616637,0.004507110895787491,0.09184296001643302,0.0115193354765315,1.0,gap_residual,0.7,long_short_mean_gap,1.3195013840358757e-05,0.004711272290644622,0.6417357368072468,10,-0.010350265264493634,0.004057544798475028
2015-01-14,0.010267528719006496,0.0015790876931608365,0.008688441025845659,0.15232073448878808,0.029157452644004888,1.0,gap_residual,0.7,long_short_mean_gap,-0.00569539679415497,0.01725149252791332,0.8792108969338567,10,-0.002231936756802516,0.009291614120718165
2015-01-15,0.0028927821459971137,0.005791570859779486,-0.002898788713782372,0.1629838501579089,0.008954258715406204,1.0,gap_residual,0.7,long_short_mean_gap,-0.0008824927546411333,0.0038742926293544883,0.6906771467018049,10,0.003337900738508514,0.006286902238553326
2015-01-16,-0.0041382713639402545,8.404921961590857e-05,-0.0042223205835561625,0.1827996460457284,0.0254023709958068,1.0,gap_residual,0.7,long_short_mean_gap,-0.003148528843439779,0.010945777761192332,0.6789599105043197,10,-0.011637916817890268,0.006026453708444618
2015-01-19,-0.0014022541742012213,-0.0020788319673339267,0.0006765777931327056,0.10097435016380883,0.016873093824936604,1.0,gap_residual,0.7,long_short_mean_gap,-0.003548383501349888,0.0074735629523016885,0.7141917060276411,10,0.014047709539003401,0.009712579998356997
2015-01-21,0.003516366112803753,-0.0037466345545107763,0.007263000667314529,0.11007997342001724,0.008953693789933714,1.0,gap_residual,0.7,long_short_mean_gap,-0.0023657076863914904,0.0041954654947150396,0.7276806167434013,10,0.0005170965975046124,0.005106043046618503
2015-01-22,0.0004306201761438775,-0.0030939608350511617,0.0035245810111950394,0.08029668631274575,0.012139044956705435,1.0,gap_residual,0.7,long_short_mean_gap,0.0011997925864415588,0.005217950892273013,0.6658467314689805,10,0.0005544746627014404,0.00573665077041171
2015-01-23,0.0047433936887531,0.0019231683363819321,0.002820225352371168,0.1646608613229438,0.01749990099632277,1.0,gap_residual,0.7,long_short_mean_gap,-0.0032220568942001935,0.0082890654558476,0.7632008693700266,10,0.013136832866502704,0.0071512232139071315
2015-01-26,0.0005905316350421732,0.0072030319928373205,-0.006612500357795147,0.12886176300839602,0.02267505129977847,1.0,gap_residual,0.7,long_short_mean_gap,-0.0015564964318832827,0.011591399235463222,0.8104103067088057,10,-0.008793692436849961,0.0077132886562269135
2015-01-27,0.009452213593338313,0.011041596274140909,-0.0015893826808025932,0.08847753833322172,0.015938131055317318,1.0,gap_residual,0.7,long_short_mean_gap,0.0011232127454111095,0.00782381106700744,0.7710958299082911,10,0.009033977312019381,0.010241842570194374
2015-01-28,0.0067959869643196245,0.00926427563431555,-0.002468288669995927,0.23261781244815166,0.017184680204383553,1.0,gap_residual,0.7,long_short_mean_gap,-0.004337353917644815,0.007759860776711097,0.7039170858294509,10,-6.0429195383280546e-05,0.005818677643339718
2015-01-29,0.0012190461335945106,0.0011127009063863346,0.00010634522720817592,0.17853978412825197,0.020020681088757163,1.0,gap_residual,0.7,long_short_mean_gap,-0.003633086188727257,0.011591989898484615,0.836685363756872,10,-0.004917743938218069,0.007181856225795564
2015-01-30,-0.0029805839121098336,-0.0013195711596720296,-0.0016610127524378042,0.0792706575092811,0.015606536621649547,1.0,gap_residual,0.7,long_short_mean_gap,0.0016634370459665177,0.00814144955834472,0.7868064731558374,10,0.004215044945492891,0.006191556696019626
2015-02-02,0.005528454314273616,0.0030427676578936333,0.0024856866563799833,0.30209293121023567,0.01233410956936649,1.0,gap_residual,0.7,long_short_mean_gap,0.003626829882796716,0.005871173217072145,0.7003286630329252,10,-0.009034826005793991,0.0056698661256483875
2015-02-03,0.013841297397380112,-0.007890815601557513,0.02173211299893762,0.07457265431360284,0.019717893125850795,1.0,gap_residual,0.7,long_short_mean_gap,-0.00283356427074929,0.00868229937697023,0.7101262816006402,10,0.010962473148333618,0.012427678082698675
2015-02-04,0.014675872676087847,0.013155549247838592,0.0015203234282492543,0.22983499914118197,0.01586775022816158,1.0,gap_residual,0.7,long_short_mean_gap,0.0023171416512104675,0.007072022255697913,0.7199255404149011,10,0.008876439691577946,0.009499534560589341
2015-02-05,0.002400918481527734,0.007291012907122709,-0.004890094425594975,0.15553207281582937,0.02159881883076118,1.0,gap_residual,0.7,long_short_mean_gap,0.0017412807629345998,0.009758672532869024,0.6970163821136047,10,-0.0033675592148229407,0.010137325015235213
2015-02-06,0.0024977363739683437,0.0045382074204483374,-0.002040471046479994,0.05971124714543943,0.010909400579114848,1.0,gap_residual,0.7,long_short_mean_gap,0.0036375334814277146,0.004659900777764906,0.6863387788094856,10,0.003479215205428814,0.006344408280176986
2015-02-09,0.00601274878656597,-0.0013761449980836307,0.007388893784649601,0.37735604162835884,0.025991837290475384,1.0,gap_residual,0.7,long_short_mean_gap,0.0037004257929365734,0.012765124998513367,0.7706430065845271,10,0.005923261990182775,0.008235172362294433
2015-02-10,-0.0035281934166306594,0.0004516944130611086,-0.003979887829691768,0.09418090432967437,0.01354490134412565,1.0,gap_residual,0.7,long_short_mean_gap,0.0011074934476732598,0.005442518205109372,0.6512368042875253,10,-0.0010261447675695048,0.006717199372289368
2015-02-12,0.004536332653140554,0.005244098482589478,-0.0007077658294489233,0.19035383050787202,0.01634086487117428,1.0,gap_residual,0.7,long_short_mean_gap,-0.001888564358816706,0.008602736780256248,0.7382102592784325,10,0.009418118770674007,0.006930278812730007
2015-02-13,0.0053678243086533305,-0.00040240113022993435,0.005770225438883265,0.263573568074533,0.010724634232252516,1.0,gap_residual,0.7,long_short_mean_gap,2.147810621264287e-06,0.00559336491470085,0.7836825473174192,10,0.0015808170566792617,0.0035378652666064477
2015-02-16,0.008826446748140182,0.008609908901172669,0.0002165378469675132,0.2230181957947076,0.013659630704056536,1.0,gap_residual,0.7,long_short_mean_gap,0.0023142028134554866,0.006785627542118707,0.743122901365152,10,0.00390721590799543,0.004992141364773114
2015-02-18,0.001925719969417303,0.002591314065287346,-0.0006655940958700426,0.05504080992238411,0.007407542212273444,1.0,gap_residual,0.7,long_short_mean_gap,0.0016893834243888789,0.0031309275130547783,0.6808942229323771,10,0.005880636181646568,0.0037298849354432877
2015-02-19,0.006898983282968348,0.0078011400748720285,-0.000902156791903681,0.21954737599812235,0.017974733824976427,1.0,gap_residual,0.7,long_short_mean_gap,-0.0018092414665891764,0.01014895295917648,0.8452401431280461,10,0.002825745232604593,0.0057847808240185
2015-02-20,0.00411887076494492,0.001501812191874138,0.002617058573070782,0.13917525181366525,0.00993233185011937,1.0,gap_residual,0.7,long_short_mean_gap,0.0007355359971254569,0.004175764665248407,0.661781051661789,10,0.0031301485326067947,0.005106217768027661
2015-02-23,0.0057247811065163235,0.0015920905040085706,0.004132690602507753,0.06390893185998471,0.011168418066281282,1.0,gap_residual,0.7,long_short_mean_gap,-7.250391828262468e-05,0.005226127994074362,0.7412655940121394,10,0.0065282180601518615,0.005196500846685786
2015-02-24,0.0049623078472268885,0.0055512115109483656,-0.0005889036637214772,0.10069260822623505,0.016108727395908448,1.0,gap_residual,0.7,long_short_mean_gap,0.0008658758352161279,0.0077607214468795385,0.7574523298444125,10,-0.00031689949571091794,0.005527686004357875
2015-02-25,0.015153473324547553,0.0024125384688082102,0.012740934855739343,0.06219737374959078,0.014035913530465982,1.0,gap_residual,0.7,long_short_mean_gap,-0.0017720001522283696,0.006929390781072145,0.8027945601366262,10,0.0059192424953325214,0.0076576165244933835
2015-02-26,0.007562313192525764,0.0076931836102951,-0.000130870417769336,0.10229028610248651,0.01083575550298841,1.0,gap_residual,0.7,long_short_mean_gap,-0.00031137268017969943,0.004809088480462274,0.7064821743387177,10,0.001406728316301685,0.006683875094292677
2015-02-27,0.002279662268275212,0.0013145808875618518,0.00096508138071336,0.12088076259667425,0.014077650757022876,1.0,gap_residual,0.7,long_short_mean_gap,-0.002916067129649653,0.007613927784475996,0.8155417556379202,10,0.005786076674782559,0.005866459876832547
2015-03-02,0.002007689305885383,-0.0004933315630719575,0.0025010208689573397,0.06356585389934291,0.01090839932892105,1.0,gap_residual,0.7,long_short_mean_gap,-0.00224472894371169,0.005883320237724696,0.8482422585403223,10,0.0052417498964811,0.004278412761446831
2015-03-03,0.008406736479276058,-0.003702715042804016,0.012109451522080074,0.1772627349412145,0.011020112725199493,1.0,gap_residual,0.7,long_short_mean_gap,-0.00013511169178822622,0.00495274776401192,0.7643435586833629,10,0.006718819320612429,0.0067919131583943524
2015-03-04,-0.0007398199072628042,-0.0037233177478229814,0.0029834978405601773,0.08503062575058526,0.01100743907408841,1.0,gap_residual,0.7,long_short_mean_gap,0.00010812915155913056,0.007286940227609617,0.8927785056443681,10,-0.00264667728263498,0.00266326529954242
2015-03-05,0.002349043987018351,0.006649673782378256,-0.004300629795359905,0.07761740425014027,0.008829086232320704,1.0,gap_residual,0.7,long_short_mean_gap,-1.3610053021310067e-05,0.0038438729574657602,0.6919947792929256,10,0.0006529323928009011,0.005519959907341654
2015-03-06,0.006552459551234005,0.0063231762597815745,0.00022928329145242935,0.11556051803171337,0.01613700823314248,1.0,gap_residual,0.7,long_short_mean_gap,-0.003668287161357802,0.008256359372156873,0.7289623117452165,10,0.005529532192969392,0.005734134683122382
2015-03-09,0.010682600533099154,0.004969177156665023,0.005713423376434131,0.21331512327703323,0.013138622420544487,1.0,gap_residual,0.7,long_short_mean_gap,-0.0010310023301840826,0.006143417972052501,0.7520094326916512,10,-0.00030922543111914813,0.005410335823952644
2015-03-10,0.004101289692466622,-0.0014636286431439593,0.005564918335610581,0.06704108609711902,0.012214992923683065,1.0,gap_residual,0.7,long_short_mean_gap,0.0033704900807383807,0.006341816791439889,0.8237001114090957,10,0.000472643243400409,0.005926776985707423
2015-03-11,0.005129128185772151,0.007340235469920414,-0.0022111072841482626,0.1473973360252416,0.014131112826578507,1.0,gap_residual,0.7,long_short_mean_gap,0.000131984233600776,0.007146295030121303,0.7741745876407511,10,-0.004047811855810118,0.004845408877904155
2015-03-12,0.006496024757268449,0.00995735667874384,-0.0034613319214753906,0.1451723014982338,0.012122855263878816,1.0,gap_residual,0.7,long_short_mean_gap,0.0004903845314371857,0.005268296486094946,0.7045866357034269,10,0.0027052042933412863,0.006527903930223537
2015-03-13,0.004020882373528616,0.00378851121873822,0.00023237115479039615,0.2184584227473693,0.019832350617102423,1.0,gap_residual,0.7,long_short_mean_gap,-0.003730872634443716,0.010628311386087828,0.7410904762848528,10,0.009512608319396546,0.006310466878896719
2015-03-16,-0.007688503629774383,-0.00966839089808414,0.0019798872683097586,0.06978228832957072,0.007687514991803025,1.0,gap_residual,0.7,long_short_mean_gap,-0.0008025559122246608,0.0034209442792200047,0.7300330340212506,10,0.0007717591864808563,0.0033814248139584138
2015-03-17,0.009192207221169884,0.00597422320455959,0.003217984016610294,0.14123403668171228,0.009660104064300424,1.0,gap_residual,0.7,long_short_mean_gap,0.0022314863999388125,0.003946192719414035,0.642952086600141,10,0.003110966432093031,0.004184570603417552
