trade_date,daily_return,long_ret,short_ret,daily_return_gross,slippage_cost,gross_exposure,sigma_s,dispersion_indicator,scale,signal_mode,gap_open_coef,dispersion_metric,signal_mean,signal_std,weight_concentration,active_count,gap_mean,gap_std
2015-01-05,-0.0015139735537298483,-0.004908094964591047,0.0033941214108611983,-0.0015139735537298483,0.0,1.9999999999999996,0.16784412901671844,0.36721238762153297,1.0,baseline,0.7,long_short_mean_gap,0.0020674949677814023,0.16784412901671844,0.756259003327037,10,-0.06393228465248552,0.2335425618781203
2015-01-06,0.002385607635902255,-0.011998786372905548,0.014384394008807802,0.002385607635902255,0.0,2.0,0.1925118681679571,0.45170372680025433,1.0,baseline,0.7,long_short_mean_gap,0.004889302911087559,0.1925118681679571,0.6552265211951362,10,-0.013665513314613494,0.005768261697736933
2015-01-07,-0.001917774180278816,0.0036782464068184735,-0.005596020587097289,-0.001917774180278816,0.0,2.0,0.17770530961893752,0.3795159732806057,1.0,baseline,0.7,long_short_mean_gap,-0.0008825951445637065,0.17770530961893752,0.7549980126552804,10,-0.009147449392195734,0.006176018681816839
2015-01-08,0.007027911246536982,0.00454289770306501,0.0024850135434719735,0.007027911246536982,0.0,2.0,0.13625447730731166,0.31563915301944273,1.0,baseline,0.7,long_short_mean_gap,-0.0007263979595165442,0.13625447730731166,0.700471229509481,10,0.008447606922118172,0.006056900136553291
2015-01-09,0.005228438832650284,-0.002836943569285576,0.00806538240193586,0.005228438832650284,0.0,1.9999999999999998,0.10849990813319947,0.2463076408955139,1.0,baseline,0.7,long_short_mean_gap,0.0024888473797788782,0.10849990813319947,0.7214720756026672,10,0.0055852323218165655,0.009880034735331942
2015-01-13,-0.0007143337681255338,-0.00025748444716237667,-0.00045684932096315715,-0.0007143337681255338,0.0,2.0,0.09184296001643302,0.21762906747775979,1.0,baseline,0.7,long_short_mean_gap,0.0012934899916888232,0.09184296001643302,0.7049167548028963,10,-0.010350265264493634,0.004057544798475028
2015-01-14,0.008603369421612835,0.00028070681643583813,0.008322662605176995,0.008603369421612835,0.0,2.0,0.15232073448878808,0.32896842063874204,1.0,baseline,0.7,long_short_mean_gap,-0.0034975767282570715,0.15232073448878808,0.7580406479315377,10,-0.002231936756802516,0.009291614120718165
2015-01-15,0.00957225658784971,0.009252710064971964,0.0003195465228777452,0.00957225658784971,0.0,2.0,0.1629838501579089,0.3776331068466515,1.0,baseline,0.7,long_short_mean_gap,0.0014262126535397961,0.1629838501579089,0.6805309339155583,10,0.003337900738508514,0.006286902238553326
2015-01-16,-0.0024642665648146756,0.0014992670194808565,-0.003963533584295532,-0.0024642665648146756,0.0,2.0,0.1827996460457284,0.43182951822054416,1.0,baseline,0.7,long_short_mean_gap,-0.00028235540434438195,0.1827996460457284,0.6924486701177549,10,-0.011637916817890268,0.006026453708444618
2015-01-19,0.00141041940972774,-0.0011770577730621191,0.0025874771827898587,0.00141041940972774,0.0,2.0,0.10097435016380883,0.22041030715881982,1.0,baseline,0.7,long_short_mean_gap,0.002368259940075723,0.10097435016380883,0.7324944232247546,10,0.014047709539003401,0.009712579998356997
2015-01-21,0.008925744217395153,0.00022632449498769295,0.00869941972240746,0.008925744217395153,0.0,2.0,0.11007997342001724,0.2487489958608077,1.0,baseline,0.7,long_short_mean_gap,0.0012212368113530515,0.11007997342001724,0.7026032217330966,10,0.0005170965975046124,0.005106043046618503
