config,sharpe,AR,RISK,MDD,turnover,scale_mean,scale_std,scale_max,scale_p95
baseline,4.450781817279913,1.3919986434090794,0.31275373643451176,-0.07038853018357316,,2.342936989962022,2.172644569435246,140.9088597869448,4.8688490565614515
direction_A,3.330697893966606,0.6791531713089126,0.20390716688510382,-0.16971093737606036,,2.342936989962022,2.172644569435246,140.9088597869448,4.8688490565614515
sigma_yy_E,4.56328360094404,1.4819436434163675,0.3247537898170052,-0.07514529535962644,,2.342936989962022,2.172644569435246,140.9088597869448,4.8688490565614515
dir_A+sigE,3.4684540219689444,0.7552910936422103,0.2177601573664374,-0.16680206144932141,,2.342936989962022,2.172644569435246,140.9088597869448,4.8688490565614515
disabled,4.40155645498239,1.4080625567330596,0.31990105571386857,-0.07189295709154964,,1.0,0.0,1.0,1.0
