Sharpe_net,AR_net,Vol_net,MDD,n_days,variant
8.614776119685464,1.4491506674229833,0.16821686916640308,-0.06947776502423497,2734,baseline_static_equal
8.643059405020827,1.4514491237757732,0.16793233226334348,-0.06928569017530117,2734,ic_optimal_delta0.25
8.685078334896465,1.4574763828804482,0.16781384423722906,-0.06824137712633038,2734,ic_optimal_delta0.5
8.719114164418487,1.3914708204499469,0.15958855386116505,-0.06311612378493692,2734,production_residual_blpx_only
