feature,mean_within_date_std,p10_within_date_std,p50_within_date_std,p90_within_date_std,nonzero_date_ratio,use_for_model
int_regime_signal_hinge_pos_cross_sectional_dispersion_k2_0,0.000712083318483288,0.0,0.0,0.0,0.05066530194472876,False
int_regime_signal_hinge_pos_topix_intraday_vol_k2_0,0.0008168880342518217,0.0,0.0,0.0,0.09494795633409495,False
int_regime_signal_hinge_neg_vix_return_k2_0,9.599281416708088e-05,0.0,0.0,0.0,0.018024879411018026,False
int_regime_signal_hinge_neg_realized_vol_20d_k2_0,1.5321068724109866e-05,0.0,0.0,0.0,0.012693577050012693,False
int_regime_signal_hinge_neg_cross_sectional_dispersion_k2_0,4.462806443393027e-06,0.0,0.0,0.0,0.00255885363357216,False
int_regime_signal_hinge_neg_topix_intraday_vol_k2_0,1.5321068724109866e-05,0.0,0.0,0.0,0.012693577050012693,False
int_gap_asset_hinge_pos_jp_open_gap_k1_0,0.15000748367125757,0.0,0.02524714600445585,0.4322164079172449,0.5528455284552846,True
int_gap_asset_hinge_neg_jp_open_gap_k1_0,0.19934809738448006,0.0,0.016842201665599934,0.442590629545131,0.5269770879526977,True
int_gap_asset_hinge_pos_jp_open_gap_k1_5,0.08779342966320705,0.0,0.0,0.2689821909421311,0.3338260655333826,True
int_gap_asset_hinge_neg_jp_open_gap_k1_5,0.14024401785721832,0.0,0.0,0.28620270233553197,0.3252032520325203,True
int_gap_asset_hinge_pos_jp_open_gap_k2_0,0.052669932922610796,0.0,0.0,0.1296281971456711,0.18723823601872383,True
int_gap_asset_hinge_neg_jp_open_gap_k2_0,0.10592422435039733,0.0,0.0,0.14028759652509196,0.18822370041882236,True
int_gap_asset_hinge_pos_entry_gap_k1_0,0.15000748367125757,0.0,0.02524714600445585,0.4322164079172449,0.5528455284552846,True
int_gap_asset_hinge_neg_entry_gap_k1_0,0.19934809738448006,0.0,0.016842201665599934,0.442590629545131,0.5269770879526977,True
int_gap_asset_hinge_pos_entry_gap_k1_5,0.08779342966320705,0.0,0.0,0.2689821909421311,0.3338260655333826,True
int_gap_asset_hinge_neg_entry_gap_k1_5,0.14024401785721832,0.0,0.0,0.28620270233553197,0.3252032520325203,True
int_gap_asset_hinge_pos_entry_gap_k2_0,0.052669932922610796,0.0,0.0,0.1296281971456711,0.18723823601872383,True
int_gap_asset_hinge_neg_entry_gap_k2_0,0.10592422435039733,0.0,0.0,0.14028759652509196,0.18822370041882236,True
int_gap_asset_hinge_pos_gap_surprise_k1_0,0.23541552995014955,0.0,0.15010600426009943,0.5254633801406591,0.8078344419807835,True
int_gap_asset_hinge_neg_gap_surprise_k1_0,0.26234513363066086,0.0,0.14068575284787938,0.5403160535121795,0.8021680216802168,True
int_gap_asset_hinge_pos_gap_surprise_k1_5,0.13985167958961925,0.0,0.015788433513699563,0.3770739076247734,0.5353535353535354,True
int_gap_asset_hinge_neg_gap_surprise_k1_5,0.16879271167136156,0.0,0.007395412633817004,0.3890726790200718,0.5144124168514412,True
int_gap_asset_hinge_pos_gap_surprise_k2_0,0.08470101699014293,0.0,0.0,0.2402970767428594,0.30647942843064796,True
int_gap_asset_hinge_neg_gap_surprise_k2_0,0.11611200900745362,0.0,0.0,0.25519745236477137,0.28775560482877555,True
