trade_date,1617.T,1618.T,1619.T,1620.T,1621.T,1622.T,1623.T,1624.T,1625.T,1626.T,1627.T,1628.T,1629.T,1630.T,1631.T,1632.T,1633.T
2024-01-04,-0.08610363287678767,0.0,-0.5952031139787755,0.0,-0.12552476552308617,-0.13803867438780942,0.0,0.12518375644738,0.22730262289572273,0.12202258985087305,0.3149228508977318,-0.05512981323354127,0.0,0.2105681799082924,0.0,0.0,0.0
2024-01-05,0.0,0.0,-0.13715893323238004,0.0,0.37325001351025006,0.0,0.0,-0.1715288050899833,-0.3415118657650086,-0.280209450089776,0.26421368885035984,0.0,0.0,0.11951413658493944,0.09359712339665625,0.14942503765779447,-0.06959094582285195
2024-01-09,-0.17626673840408386,0.16951114887735502,-0.18239343280411163,0.2898951922098969,-0.16980815832730947,0.0,0.0,0.0,-0.38866483032163507,0.2143244774014291,0.0,0.2001892931984053,0.0,0.1260798883129137,0.0,-0.08286684014285994,0.0
2024-01-10,0.0,-0.17729175221293303,0.0,0.3243774357243352,-0.11662968764526119,0.0,-0.22760218408601965,0.0,0.10111573356051394,0.37462252865464063,-0.35308045159487683,0.0,-0.1253959244609093,0.0,0.1008464970155228,0.09903780504498745,0.0
2024-01-11,-0.12495753977598167,0.0,0.08394826240273134,0.12469275349447675,0.0,-0.29237135840316,-0.15597013421182965,0.20902590540389104,0.11772365811940905,0.21460942057949178,-0.06274942257155361,0.0,0.0,0.0,0.0,-0.11395154503747511,0.0
2024-01-12,0.0,-0.16874857826771586,0.0,0.15637563270675306,-0.2720607316385676,0.0,-0.1343655731132158,0.33493886973048803,0.42004078675067813,0.03150990931823822,0.0,0.05713480149384252,0.0,-0.2998793293334505,0.0,0.0,-0.12494578764705033
2024-01-15,0.0,0.0,-0.38631405704836935,0.1307139715555615,0.0,-0.142948278820594,0.22959110441395938,0.0,-0.1914381130263753,-0.19167292355870671,0.1978068153132773,0.0,-0.08762662754595461,0.0,0.0,0.3746657415335266,0.06722236718367519
2024-01-17,0.0,-0.1739160740151858,-0.2320048344085878,0.159478375215954,0.0,0.0,-0.19199634449707714,0.11646326065507322,0.24074940141390344,0.0,0.0,0.1152408467725731,0.0,-0.07178574223795564,-0.0802970048411936,0.0,0.11806811594249615
2024-01-18,0.2073148182762609,0.0,0.0,0.2244870711844247,0.0,-0.43143576404009926,-0.027608417296010972,0.2726299818191416,0.0,0.0,-0.10384255324141088,0.1566023981185367,-0.3089731305275137,0.0,-0.12814013489496515,0.13896573060163606,0.0
2024-01-19,0.0,0.0,-0.3241917617663086,0.1951822056157172,0.0,0.3995834753354819,-0.15527418457838815,0.21641533221667866,0.0,0.11232765535222652,-0.1453424816505688,0.0,0.07649133147989572,0.0,0.0,-0.15416157181632037,-0.2210300001884141
