oos_rank,is_sharpe_best,oos_sharpe_best
24,10.417361048993229,6.387709887830619
6,10.403259305741548,6.532267366984951
10,9.982389281404439,6.796934698571443
24,10.623235338704488,6.175905281480365
14,10.028917708529166,6.781693899936564
24,10.604155465149224,6.197110153737924
24,10.198351094462838,6.481996297540031
4,10.585166410388961,6.567788099557934
4,10.140178456318694,6.882936715190878
8,10.295064387417067,6.70097359612119
12,10.343824159578931,6.68584086083905
24,9.87647335445444,6.843318539773512
23,10.516012975205449,6.350240705967582
8,10.58254005694653,6.644415829030463
13,10.720030428200689,6.4646339838594855
18,10.759252869980715,6.444759967281984
13,10.24091880595238,6.683711511349118
23,10.849063165754185,6.15773040137002
10,10.253049098919941,6.783269235739958
16,10.312057110189418,6.765353079237156
11,9.81382679119206,7.023189552330475
23,10.436808405299312,6.458346682628478
14,10.459549502393681,6.600287573690576
12,9.969251865792305,6.847056944450062
24,10.642223416717146,6.249603230421144
18,10.045225537849328,6.822359976173948
18,10.640899739236245,6.341863322655786
24,10.189768260977985,6.53305557476358
23,10.112048179471962,6.853631949265626
6,10.260085820495627,6.790087538014012
6,10.294410225004432,6.782929385022483
24,9.828434760040091,6.911168165652665
21,10.397670787065364,6.4882623828246455
5,9.833416695260997,7.10551445649694
4,9.865499508425822,7.111823198052489
5,9.418709552838587,7.37908333354357
23,10.00443609811722,6.7986563029754254
3,10.014801401215855,6.948857367110303
6,9.583522891216914,7.20212305258958
24,10.208599422979653,6.590917097992773
6,9.6343902423053,7.195911524411824
6,10.205361978775743,6.699505077823051
23,9.790829318529203,6.9026832883605085
6,10.220751507896283,6.88123276938618
7,10.266697749044654,6.8625401267087485
24,9.781977305318238,6.991079220398179
4,10.34054768048556,6.654239048036724
7,10.412162889804737,6.698570848901626
5,9.916438528988863,6.947419749891694
23,10.52436276562059,6.388435905958271
15,9.98220957423101,6.913660364152154
15,10.587086705981108,6.441217543990303
2,10.08606664634327,6.7499918543843895
2,9.978251734009786,7.024994737557651
4,9.521702559874424,7.282877896593616
23,10.126490321717922,6.696383473878532
7,9.583882302715658,7.263571965172909
10,10.163493334037437,6.7756364627511125
21,9.701714595581732,7.002188265109685
6,9.73723641103824,7.101444888241763
9,10.314916949945749,6.609798451656164
24,9.904795781060445,6.792624680353597
17,9.945416391987909,6.863665855620897
15,10.235738777609969,6.7261152863882545
4,9.81420528791158,7.067719842200655
12,10.19014934985282,6.8142284001195295
4,9.762165206563377,7.1538493960669784
5,9.921045217678724,6.9741624701635585
9,9.93494123656148,6.962613032271461
4,9.520885137704616,7.256467331933051
23,10.106341337081188,6.672303114029093
21,9.85067614510595,7.018353667127483
7,10.245926037635936,6.894294762967472
22,9.797741504884632,7.082457790623563
23,9.954408563134312,6.902798767125755
15,9.980537340583952,7.019185094578693
21,9.534673790155525,7.180580543209509
20,10.120006849997663,6.736349312645435
17,9.785099556761688,7.174101104114393
6,9.363247416444207,7.5466539005303
6,9.521398140370048,7.3698796704721845
5,9.54665433933063,7.372333188819445
22,9.132688820038995,7.540936056075134
20,9.696091786936318,7.080640089653624
18,9.76510580636548,7.252107981685825
5,9.894672712662496,7.137796566771002
7,9.929710217949186,7.113165510780807
23,9.473311460441096,7.25220854593598
4,10.022341221860728,6.916936088151602
6,9.470739317999975,7.454428595299384
6,9.506556012243967,7.444448105844933
4,9.060645559504222,7.7337991753740205
4,9.613684768347946,7.242514089843794
5,9.6559353193044,7.283519338364702
5,9.225650646339245,7.5594167809954556
22,9.816052961874345,6.977460755385243
7,9.286455870684568,7.5408701993610725
10,9.84842467879852,7.0404777555450835
1,9.409915852973183,7.4021541440696925
7,9.848075931597537,6.99652125450949
17,10.249386546822768,6.716826398385318
15,9.815560488024937,7.051790179722446
16,9.969264124727,6.875699126818493
10,9.982754563612636,6.8902169538528915
17,9.590977431982529,7.154215547825245
24,10.198913252110376,6.554633086845026
5,9.799705570475536,7.079120762218217
3,9.402678402633141,7.412116342493085
12,9.566428385657225,7.23509841094856
1,9.571433988306335,7.262423707214839
4,9.206977331678113,7.55314015544007
23,9.793252160204474,6.916455662458529
15,9.76359703641277,7.13589025160767
16,9.915316978959,6.960386874231743
16,9.922614482990365,6.9644787901994105
17,9.526830087263372,7.231339714734222
21,10.077341980326382,6.690945459634833
9,9.506494537651934,7.316780182765014
1,9.521281243616041,7.3299866206526785
14,9.141305795997011,7.593419532456202
23,9.705593048529666,7.01701565616238
1,9.674427672539347,7.168301458511416
10,9.30554689934292,7.452252910789784
24,9.908848786514179,6.808484252775157
1,9.34965948894609,7.46770293363264
24,9.889684336459394,6.82897061206028
24,9.53036353764041,7.162158419200747
8,9.816617732073706,7.136830026091316
3,9.393518739825096,7.477404957460082
7,9.553981763890278,7.300328952577328
4,9.592594242756745,7.301582585518984
22,9.192759751051078,7.466635286424366
23,9.78860440682938,6.966539146858848
13,9.799157789565683,7.2061695202045035
15,9.94474303609915,7.031030104715651
12,9.966975340710226,7.038018403121057
15,9.523466169417986,7.28257683386911
23,10.088780075069188,6.753655637787697
11,9.510026099969418,7.364647544509581
5,9.549818475106987,7.373064693846001
12,9.123375231699928,7.639360324893007
22,9.704130249217917,7.068439592420107
3,9.70033098164836,7.211635096367431
12,9.283412134243356,7.470004394999326
23,9.907455403877199,6.8620881555929
9,9.342012587107,7.477119530681976
15,9.89691996869841,6.968962198020626
21,9.505435079506885,7.188139639631103
23,9.362306612646833,7.422579780480042
6,9.506843892521585,7.381234371219051
3,9.532276892414254,7.390563472853716
24,9.136625379940806,7.517092253139095
21,9.667497210444116,7.099754007087545
6,9.108611257352498,7.712647551193836
1,9.130678008424699,7.735144716050453
6,8.742915499865362,8.024512587895934
22,9.299265359827153,7.425618372266828
1,9.282973892945968,7.575751263845558
7,8.911458702565852,7.854029532530954
23,9.501663271966907,7.220120215383606
1,8.954317551122449,7.86898869557054
3,9.487922318176892,7.342552189604207
23,9.130072562691408,7.577771884119885
13,9.459206682188265,7.447111786323404
5,9.49260294660996,7.462721899449128
24,9.080890544428847,7.589075165907005
14,9.612460224603248,7.208606587387408
4,9.641789320350647,7.301910374261975
14,9.219529199020187,7.545787612348104
23,9.786823711484983,6.996099714741212
5,9.270628897645997,7.558209678318511
