trade_date,rolling_250d_sortino,expanding_sortino
2019-11-19,26.363968549770355,48.56177926425603
2019-11-20,25.933157070041624,48.49651019449115
2019-11-21,25.793501831661292,48.479701206721124
2019-11-22,25.83127818317116,48.4885084047363
2019-11-25,26.567158036001036,48.47094331304113
2019-11-26,27.321663823080314,48.485077126618556
2019-11-27,27.50749844808878,48.4896189558456
2019-11-28,27.606681970764665,48.4984738270137
2019-12-02,28.08041595608066,48.57274798764833
2019-12-03,30.112780419232763,48.59128479236891
2019-12-04,31.08774354633903,48.61167868809621
2019-12-05,31.03947191820089,48.59501396751272
2019-12-06,31.237715875665216,48.601372399664015
2019-12-09,31.31879560934599,48.60211772554636
2019-12-10,31.412407894986952,48.601731135195195
2019-12-11,31.088277019442305,48.462221699652865
2019-12-12,31.0640378731973,48.459778458086205
2019-12-13,31.419470291767976,48.553635816475946
2019-12-16,31.461449203664262,48.602455458004464
2019-12-17,31.729090156617712,48.64773220064177
2019-12-18,32.48557637575056,48.67167119302348
2019-12-19,32.5707509508468,48.68813005755732
2019-12-20,32.89065392459765,48.70250248045391
2019-12-23,33.061813111091666,48.72068059483981
2019-12-24,33.022656737357785,48.743683752002994
2019-12-25,32.95175378373553,48.74953026387043
2019-12-27,32.782721767124116,48.74120620585789
2019-12-30,31.801310592263455,48.72870109093517
2020-01-06,30.23389271382547,48.388460907025404
2020-01-07,30.34285316619996,48.40191217428859
2020-01-08,30.650035377292944,48.449383174834814
2020-01-09,30.81463436625186,48.52357721901702
2020-01-10,31.237343401211323,48.52625364428285
2020-01-14,31.000516502330154,48.5062092209844
2020-01-15,30.81591220857429,48.508081543358905
2020-01-16,32.30488341514715,48.560500306971115
2020-01-17,32.81911769353382,48.64192920448253
2020-01-20,33.001673977691716,48.627603313655605
2020-01-22,32.91105270464444,48.62668726803349
2020-01-23,33.16799354849947,48.6027354043528
2020-01-24,32.81392096575922,48.50439571308297
2020-01-27,32.08399103206182,48.53080192138361
2020-01-28,33.25897720127747,48.53834389241574
2020-01-29,33.10458369316682,48.51505509268687
2020-01-30,33.23577268532325,48.51863695826722
2020-01-31,33.3424789051392,48.52476979150619
2020-02-03,33.632137802525136,48.576317317692954
2020-02-04,33.629098457488396,48.59470156976805
2020-02-05,33.76142306350209,48.619520539725784
2020-02-06,34.457013778725006,48.70347308763962
2020-02-07,34.23509527799251,48.69048994001028
2020-02-10,33.91224667290546,48.56155533020216
2020-02-12,34.025104137273274,48.53005665279995
2020-02-13,34.13402208655916,48.533335472492865
2020-02-14,35.175420724788424,48.527907316516476
2020-02-17,35.56870180500422,48.556568728551525
2020-02-19,36.198980254724425,48.66469287666783
2020-02-20,36.10660638674067,48.65426688849222
2020-02-21,36.51827647166851,48.71330402909069
2020-02-25,36.82460800028096,48.746926790287525
2020-02-26,36.210682264959935,48.76088520407476
2020-02-27,36.75221514872405,48.80582142273236
2020-02-28,37.25467749864482,48.825101950287724
2020-03-02,37.33718968024393,48.81906640983479
2020-03-03,37.07153555437837,48.75325663051113
2020-03-04,37.117564080195415,48.76719872034971
2020-03-05,37.543522424312094,48.77567509582529
2020-03-06,38.534104396763325,48.934988723751594
2020-03-09,40.14525248851928,49.16928433862744
2020-03-10,41.49350730126367,49.175520926117734
2020-03-11,40.387777552959896,48.96238258428795
2020-03-12,41.356359101595466,49.102433137178956
2020-03-13,42.88370916157948,49.34895608547459
2020-03-16,29.67241069446284,45.95972881051961
2020-03-17,29.613394345965993,45.96327138989767
2020-03-18,29.385933086093623,45.89139254015807
2020-03-19,29.413099038346772,45.875504030554076
2020-03-23,30.434621195446287,45.89342142730206
2020-03-24,30.590113240255974,45.882591464773306
2020-03-25,31.34287329430267,46.01119572356325
2020-03-26,32.272349836410214,46.19429189923232
2020-03-27,33.046455017909416,46.35234998265316
2020-03-30,33.223081420847386,46.379530566663114
2020-03-31,31.10538004325256,45.66264315979986
2020-04-01,31.237328522316638,45.68858492061749
2020-04-02,31.282890448786564,45.696133699549115
2020-04-03,32.70589710796585,46.001924015502496
2020-04-06,32.50022430295956,45.86246890221515
2020-04-07,32.16586044249042,45.746939263043934
2020-04-08,32.171554631565655,45.73342043911083
2020-04-09,32.44119759832382,45.816310233063426
2020-04-10,32.44487980975269,45.72542121985862
