,gross_linear,gross_gp,net_linear,net_gp,kappa
2024-06-11,0.010009128338153135,0.00960920757447677,0.008009128338153135,0.00760920757447677,0.9600443964583876
2024-06-12,0.0003967310616936003,0.0003811910841309341,-0.0016032689383063997,-0.001618808915869066,0.9608299448590485
2024-06-13,-0.0029063059969629424,-0.0027928572284750324,-0.0049063059969629425,-0.0047928572284750325,0.9609646167311828
2024-06-14,0.0023281623298399747,0.0022404364996364686,0.0003281623298399747,0.0002404364996364686,0.962319710666595
2024-06-17,0.014167524070482974,0.013636735077631022,0.012167524070482974,0.011636735077631022,0.9625348091726336
2024-06-18,0.011911424902959747,0.01145529190153792,0.009911424902959747,0.00945529190153792,0.9617062605743761
2024-06-19,0.000779631347534973,0.0007505389948714567,-0.001220368652465027,-0.0012494610051285433,0.9626844754825467
2024-06-21,0.011477387904643269,0.011057347446986904,0.009477387904643269,0.009057347446986904,0.9634027828329796
2024-06-24,0.003118233366518552,0.0030068654711053696,0.0011182333665185518,0.0010068654711053696,0.9642849388346061
2024-06-25,-0.0017905860685980225,-0.0017257477001100144,-0.0037905860685980225,-0.0037257477001100144,0.9637893036112039
2024-06-26,0.0058883624762361975,0.005663333633048624,0.0038883624762361974,0.0036633336330486243,0.9617841387829423
2024-06-27,0.017336066291410955,0.01668410552594346,0.015336066291410955,0.01468410552594346,0.9623928084659835
2024-06-28,0.0102204260707694,0.00984765680427447,0.0082204260707694,0.00784765680427447,0.9635270326389762
2024-07-01,0.006123535157818135,0.0059003710634330485,0.004123535157818135,0.0039003710634330484,0.963556330022836
2024-07-02,-0.0025451095103008843,-0.0024490505769247484,-0.004545109510300884,-0.004449050576924749,0.9622574459026797
2024-07-03,-0.0023201946260047878,-0.0022284722168534857,-0.004320194626004787,-0.004228472216853485,0.960467795191285
2024-07-04,0.005123705041669093,0.004922793006214653,0.0031237050416690927,0.002922793006214653,0.9607877436697663
2024-07-08,0.0022592978119700736,0.0021694378500867932,0.00025929781197007356,0.0001694378500867932,0.9602265972165382
2024-07-09,-0.0024835955929298995,-0.0023875058681777955,-0.0044835955929298996,-0.004387505868177795,0.9613102370508125
2024-07-10,-0.0012588667423200544,-0.001211247609970458,-0.0032588667423200544,-0.0032112476099704582,0.9621730158175156
2024-07-11,0.009120294682734778,0.008743520324782305,0.007120294682734778,0.006743520324782305,0.9586883570038884
2024-07-12,0.009688917922403015,0.009240255693122605,0.007688917922403015,0.0072402556931226054,0.9536932572993523
2024-07-16,0.010971465384200475,0.010455507162024948,0.008971465384200475,0.008455507162024948,0.9529727156667208
2024-07-17,0.005276171288536519,0.004984967787896682,0.003276171288536519,0.0029849677878966818,0.9448078000665877
2024-07-18,0.01781858545786405,0.016781085278965217,0.01581858545786405,0.014781085278965217,0.9417742681453458
2024-07-19,0.00921727855179239,0.008664206694122885,0.00721727855179239,0.006664206694122885,0.9399961870999378
2024-07-22,0.007535542262015726,0.007085440117482267,0.005535542262015726,0.005085440117482267,0.9402694419481554
2024-07-23,0.004907590522828921,0.004618051519104515,0.0029075905228289206,0.002618051519104515,0.9410018007049407
2024-07-24,0.012670202666323179,0.011945530773215043,0.010670202666323179,0.009945530773215043,0.9428050274969728
2024-07-25,0.023829949050241925,0.022247042653842336,0.021829949050241923,0.020247042653842334,0.9335749147821397
2024-07-26,0.009978595126185033,0.009347172061084492,0.007978595126185033,0.007347172061084492,0.9367222482608186
2024-07-29,0.010269052604281547,0.00959653462209506,0.008269052604281547,0.00759653462209506,0.9345102213318013
2024-07-30,0.0033770722137803242,0.0031702418102085503,0.0013770722137803242,0.0011702418102085502,0.9387545215267264
2024-07-31,0.00015217663982766607,0.00014331808344230767,-0.001847823360172334,-0.0018566819165576924,0.9417876725666405
2024-08-01,-0.0039537489857329865,-0.0037208664889111405,-0.005953748985732987,-0.0057208664889111405,0.9410983100692036
2024-08-02,0.013913174855521522,0.013077098402537103,0.011913174855521522,0.011077098402537103,0.9399075723789513
2024-08-05,0.055661065109070824,0.051901784599279764,0.05366106510907082,0.04990178459927976,0.9324612185838601
2024-08-06,0.01867888112051386,0.01707114684465015,0.016678881120513862,0.01507114684465015,0.9139276991222973
2024-08-07,0.004190074236872789,0.003841679512087864,0.002190074236872789,0.001841679512087864,0.9168523741849144
2024-08-08,0.0255460099805524,0.023567169406553144,0.023546009980552403,0.021567169406553142,0.9225381742391198
2024-08-09,0.011677218034422789,0.010725949963767054,0.009677218034422789,0.008725949963767054,0.9185364127096427
2024-08-13,0.014657539844694593,0.013555332374682684,0.012657539844694593,0.011555332374682684,0.9248026966537046
2024-08-14,0.008013966678396154,0.007429802756657284,0.006013966678396154,0.005429802756657284,0.9271067693214095
2024-08-15,0.0010235851054963747,0.0009542298835369689,-0.0009764148945036254,-0.0010457701164630312,0.9322428378578518
2024-08-16,0.008528625416550285,0.007949544447898284,0.006528625416550285,0.005949544447898284,0.9321014887664946
2024-08-19,0.010736323735236088,0.010058881495452643,0.008736323735236088,0.008058881495452643,0.9369018430805964
2024-08-20,0.002154885531968414,0.0020243812397927876,0.00015488553196841377,2.438123979278759e-05,0.9394379468238319
2024-08-21,0.0037648964390021283,0.0035485616354874487,0.0017648964390021282,0.0015485616354874486,0.9425389762986367
2024-08-22,-0.005489119955858527,-0.0051894127306222025,-0.007489119955858527,-0.0071894127306222026,0.9453997676045597
2024-08-23,0.0020271391834129834,0.001920300610674775,2.7139183412983395e-05,-7.969938932522497e-05,0.9472958869265553
2024-08-26,0.007450740989209272,0.007055139188213317,0.005450740989209272,0.005055139188213317,0.946904368093201
2024-08-27,0.0014725847053861803,0.0013985154182346738,-0.0005274152946138197,-0.0006014845817653262,0.9497011704110547
2024-08-28,0.011781535605179815,0.011220649222685211,0.009781535605179815,0.009220649222685211,0.952392760902237
2024-08-29,0.007262028829498507,0.006925212338468237,0.0052620288294985065,0.004925212338468237,0.9536195051082537
2024-08-30,0.005213460867609115,0.004981239812839847,0.003213460867609115,0.0029812398128398468,0.9554574090673539
2024-09-02,0.005619024032595567,0.005368434172409392,0.003619024032595567,0.0033684341724093923,0.9554033122598302
2024-09-04,0.0002026619119230976,0.00019279027479032285,-0.0017973380880769024,-0.0018072097252096772,0.9512901213696187
2024-09-05,0.0007005896860663793,0.0006678881545175535,-0.0012994103139336208,-0.0013321118454824466,0.9533228475965211
2024-09-06,0.004367251844083727,0.0041651526654423975,0.0023672518440837273,0.0021651526654423974,0.9537239468076222
