trade_date,1617.T,1618.T,1619.T,1620.T,1621.T,1622.T,1623.T,1624.T,1625.T,1626.T,1627.T,1628.T,1629.T,1630.T,1631.T,1632.T,1633.T
2024-01-04,-0.08721518717504176,0.0,-0.5762114760644083,0.0,-0.13036754696583883,-0.14431952686880564,0.0,0.12854131528966692,0.22819897572399753,0.12527396541347155,0.3055490628494454,-0.061886262925905614,0.0,0.21243668072341865,0.0,0.0,0.0
2024-01-05,0.0,0.0,-0.1475641564130193,0.0,0.35842001976374654,0.0,0.0,-0.17622801393573043,-0.3221761599431901,-0.27697488779279716,0.2638947176061599,0.0,0.0,0.12635348212604616,0.09655782830897998,0.15477395219506743,-0.0770567819152631
2024-01-09,-0.17822698568267503,0.17094412195730024,-0.18863798622358502,0.28554118106608495,-0.1738819899752154,0.0,0.0,0.0,-0.37174362540022693,0.21354432097729983,0.0,0.2014663625545954,0.0,0.12850401344471962,0.0,-0.08750941271829762,0.0
2024-01-10,0.0,-0.17775529493844552,0.0,0.3181204118209222,-0.12492718300417212,0.0,-0.21873150396467053,0.0,0.10477532077133506,0.37193395039902755,-0.34884386079397434,0.0,-0.1297421572987376,0.0,0.10332986435574977,0.1018404526529654,0.0
2024-01-11,-0.12379981017277447,0.0,0.08544573909576991,0.12520392801696079,0.0,-0.2912251253900382,-0.15624373798416485,0.20730732764821008,0.1188634747908908,0.2131795304481684,-0.06287659695488905,0.0,0.0,0.0,0.0,-0.11585472949813341,0.0
2024-01-12,0.0,-0.17244003408416858,0.0,0.1654537253579441,-0.269754987807787,0.0,-0.13393781219001838,0.3381255464358007,0.39749496308163534,0.03519514192166335,0.0,0.06373062320295651,0.0,-0.2996004867874358,0.0,0.0,-0.12426667913059021
2024-01-15,0.0,0.0,-0.3701017483507535,0.13672302312475157,0.0,-0.14565755652552226,0.21107534361206667,0.0,-0.19823675936979315,-0.19520214215115433,0.2082446988279207,0.0,-0.0908017936027767,0.0,0.0,0.36723549028548075,0.07672144414978024
2024-01-17,0.0,-0.17108227552828603,-0.23059841407482395,0.15964422151123497,0.0,0.0,-0.184264127233829,0.11680317459744682,0.23951712838306183,0.0,0.0,0.11556574984125101,0.0,-0.0789953234059627,-0.08505985975709834,0.0,0.11846972566700538
2024-01-18,0.20621241861713552,0.0,0.0,0.22297963858851963,0.0,-0.40025481436429544,-0.030334806440416143,0.27020818931049434,0.0,0.0,-0.11345477774799327,0.15975785391169886,-0.31662626905795876,0.0,-0.13932933238933634,0.14084189957215165,0.0
2024-01-19,0.0,0.0,-0.32325899854428003,0.19906417544997618,0.0,0.37715641280635204,-0.15871726343313158,0.22391475340327807,0.0,0.11827187419567575,-0.14137660478126696,0.0,0.081592784144718,0.0,0.0,-0.15661512007605796,-0.22003201316526338
2024-01-22,0.0,0.0,-0.21857503436037698,-0.09209091180083685,0.0,0.11635081132753408,0.0,0.0,0.0,0.28651870440674104,0.0978561174422422,-0.35557783680928123,0.3548773893212358,-0.048256322068627094,0.0,0.14439697750224692,-0.28549989496087774
2024-01-23,-0.12894718664285265,0.0,-0.09414411141044769,0.0,0.0,0.07585725944193886,0.0,0.0,-0.1226213195381565,-0.27313268168690524,0.13648886374238545,0.07638082633952312,0.26277306334178036,-0.13115470072163787,0.0,0.0,0.19849998713437228
2024-01-24,0.19179598721193572,0.0,0.2598438827946673,-0.18919633946407122,0.0,-0.2730046928148508,0.0,0.0,-0.1379244066875724,0.0,0.2697800915164234,0.04270466554473273,-0.25628414074512007,0.0,0.0,-0.14359042028838542,0.23587537293224084
2024-01-25,0.0,0.0,-0.10810169656067378,0.0,0.0,0.0,-0.27276408287706966,0.0,0.23648504505964865,0.33446454982902857,0.050074155902476415,0.0,0.1725163192340547,0.2064599299747917,-0.1959382098890402,-0.350925539822347,-0.07227047085086946
2024-01-26,0.0,-0.17894698932551706,0.267046041633753,-0.23711873579481596,0.0,-0.23036448389654604,0.10178634404340094,0.2285443680430433,0.0,0.0,0.23684726782279564,0.0,0.0,-0.15012146109975513,0.1657759784570071,-0.20344832988336578,0.0
2024-01-29,0.0,-0.15043194088317877,0.27342594684825544,0.24736801042221693,0.0,-0.13994478401014537,-0.16378721484824138,0.06974924795318788,-0.11663851825172766,0.11938496998758022,0.0,0.0,0.0,0.0,-0.1791975420067068,0.0,0.04007182478875951
2024-01-30,0.0,0.12264913752799125,0.0,0.10303250627953511,-0.09405606550483142,0.26947922656626633,0.055535619573244634,0.0,0.0,0.0,0.0,-0.09012131411743238,0.19930351005296265,-0.1764607369356475,-0.15498176289368668,-0.23438012054840196,0.0
2024-01-31,0.0,0.09111505844339798,0.16422779559326592,-0.350466122129654,0.0,0.4373741506906485,0.0,0.0,-0.3247147636332049,-0.11172747635791647,0.0,0.07603085277798853,-0.10772230043549075,-0.10536933744373393,0.0,0.0,0.23125214249469905
2024-02-01,0.0,0.0,0.0,-0.1586444245325893,-0.12046231886821253,0.2828723690193771,0.0,0.0892194206584341,-0.37055493818101337,-0.2009642898889162,0.0,0.0,0.2554133931924603,-0.1493740285292686,0.25551327771741295,0.0,0.11698153941231554
2024-02-02,0.0,0.13388485634143615,0.0,-0.276785936471295,0.23384675006582956,0.09703781293693621,0.0,0.0,0.0,-0.09138688527055112,0.09360041374928153,0.0,0.1916301669065166,-0.1670035857582983,-0.1262616566764288,0.0,-0.08856193582342674
2024-02-05,-0.35975828115593733,0.11164952791351708,0.0,-0.270263373372313,0.0,0.0,-0.12865771623363217,0.09904744047422923,0.19897326201448767,0.38073613065598877,-0.11842432669739547,-0.12289630254072206,0.20959363894177713,0.0,0.0,0.0,0.0
2024-02-06,-0.09851832082035877,0.0,0.0,-0.37342166780817027,0.2860426709737875,0.0,-0.2285085521161117,0.23373654950162884,0.2816199988260165,-0.17812020419503902,0.0,0.0,0.08486311492707733,-0.12143125506032038,0.1137376657714899,0.0,0.0
