fallback_spread_bps,annualized_net_return,annualized_volatility,IR,max_drawdown
5,0.3277406460924706,0.06357771389094972,5.1549611653954805,-0.030148337449869115
10,0.25491483670549514,0.06298628839964632,4.047148088613625,-0.05398122911857788
15,0.18208902731851967,0.06254350004070708,2.9113981021210065,-0.12883128620116963
20,0.1092632179315441,0.062252520563708696,1.755161348362193,-0.20807889572054314
30,-0.03638840084240687,0.0621334072747077,-0.585649531201861,-0.5785970482394103
50,-0.3276916383903089,0.06373514606713222,-5.141458969045922,-0.9947458177948499
