trade_date,beta_exposure,gross_exposure,net_exposure,strategy_return
2015-05-22,-0.16414286552177867,2.0,2.7755575615628914e-17,0.00399825450590887
2015-05-25,0.23499347686382993,2.0,0.0,0.00605386447647077
2015-05-27,0.356101220692015,2.0,-1.1102230246251565e-16,-0.004576696900040009
2015-05-28,-0.07676828665693683,2.0,5.551115123125783e-17,0.017581290160724274
2015-05-29,0.29269445748917877,2.0,0.0,0.0014569393962713013
2015-06-01,-0.18265125812259475,2.0,2.7755575615628914e-17,0.002824616747629838
2015-06-02,0.09218871821211735,2.0,2.7755575615628914e-17,0.004442020508197584
2015-06-03,-0.048791678372640104,2.0,0.0,0.008857839628172817
2015-06-04,0.26125389623713013,2.0,0.0,0.0037960317496864068
2015-06-05,-0.026466653465182233,2.0,0.0,-0.003705569364240292
2015-06-08,-0.8500465785765882,2.0,-5.551115123125783e-17,0.011221835990158644
2015-06-09,-0.41217360276757736,2.0,0.0,0.012998110777518722
2015-06-10,-0.0526353603806233,2.0,2.7755575615628914e-17,0.00689063551089354
2015-06-11,-0.43518513893332667,2.0,2.7755575615628914e-17,0.019228944958633493
2015-06-12,0.4705282388351099,2.0,-1.1102230246251565e-16,0.002767640393339455
2015-06-15,0.04867645180866925,2.0,0.0,0.008828640180584118
2015-06-16,-0.09395095818582637,1.9999999999999998,3.469446951953614e-17,0.011913190983034297
2015-06-17,-0.04359649824916234,2.0,-1.1102230246251565e-16,0.004109449586574212
2015-06-18,0.10101003405757586,2.0,5.551115123125783e-17,0.008781557128365912
2015-06-19,-0.37556220364400583,2.0,0.0,0.020107645621095738
2015-06-22,-0.009243364343567095,2.0,0.0,0.006770275360529641
2015-06-23,-0.12675762914535535,2.0,5.551115123125783e-17,0.010774896975293338
2015-06-24,0.23082423553256307,2.0,0.0,0.007119460794119356
2015-06-25,0.22124833687711265,2.0,0.0,0.00932752221436727
2015-06-26,0.09318634406491014,2.0,7.632783294297951e-17,0.011748547114053867
2015-06-29,0.2984795312671912,2.0,5.551115123125783e-17,0.0330006504764205
2015-06-30,0.18448054591205099,2.0,5.551115123125783e-17,0.010833597749530565
2015-07-01,-0.129192796354052,1.9999999999999998,4.163336342344337e-17,0.003806356260608892
2015-07-02,0.09853384946342458,2.0,2.7755575615628914e-17,0.001272984782787957
2015-07-03,-0.2194015596467518,1.9999999999999998,-9.71445146547012e-17,0.005246245392335132
2015-07-07,-0.27514062764240893,2.0,5.551115123125783e-17,0.01629821697243098
2015-07-08,-0.5631339775721411,1.9999999999999998,0.0,0.012645740037657808
2015-07-09,0.010842357049128185,2.0,-2.7755575615628914e-17,0.03859062532088751
2015-07-10,0.5419896273176884,1.9999999999999998,2.7755575615628914e-17,0.009012384067687356
2015-07-13,0.03831357567582186,1.9999999999999998,5.551115123125783e-17,-0.007016467094346618
2015-07-14,-0.16445573733681923,2.0,0.0,0.014124601499304265
2015-07-15,-0.4454372992872396,2.0,0.0,0.014262643506246066
2015-07-16,0.008326085227937707,2.0,-5.551115123125783e-17,-0.0006288061742951524
2015-07-17,-0.4377843708890642,2.0,5.551115123125783e-17,0.003779855942769061
2015-07-21,0.13148403518396176,1.9999999999999998,-2.7755575615628914e-17,0.01766308088008191
2015-07-22,0.2729347031094779,2.0,-1.3877787807814457e-17,0.009058897341745894
2015-07-23,0.009041160307149188,2.0,0.0,0.0048094656418768405
2015-07-24,0.5608087497976084,2.0,-5.551115123125783e-17,0.005874100751580391
2015-07-27,0.33392066550416766,2.0,1.1102230246251565e-16,0.018804440985821656
2015-07-28,-0.14153435535821196,2.0,2.7755575615628914e-17,0.018026046139904165
2015-07-29,-0.41249007244093283,2.0,2.220446049250313e-16,0.010860185054412077
2015-07-30,-0.13212653370462074,2.0,5.551115123125783e-17,0.015353480797979591
2015-07-31,-0.22409034812684145,1.9999999999999998,-5.551115123125783e-17,-0.0015445508491358467
2015-08-03,0.2782657144211236,2.0,0.0,0.0006961598179891981
2015-08-04,0.304391840999087,2.0,8.326672684688674e-17,0.016995939268649625
2015-08-05,0.2691439929343385,2.0,5.551115123125783e-17,0.01015062889425241
2015-08-06,0.2560626561354953,1.9999999999999998,-5.551115123125783e-17,0.009239982797408676
2015-08-07,0.12899857301047457,2.0,0.0,0.0055768415759621
2015-08-10,-0.07832640602586942,2.0,0.0,0.008885295711799406
2015-08-11,-0.10591991374767135,2.0,-2.7755575615628914e-17,0.017783573108453084
2015-08-12,-0.08160574360274014,2.0,5.551115123125783e-17,0.017974352814599342
2015-08-13,-0.2810057862651679,2.0,1.1102230246251565e-16,0.008383980998765772
2015-08-14,-0.14585328904462463,1.9999999999999998,1.1102230246251565e-16,-0.005221745001906914
2015-08-17,0.19023178427964205,2.0,5.551115123125783e-17,0.0036426995339503675
