model,annualized_net_return,annualized_vol,IR,max_drawdown,hit_rate,mean_rank_ic,rank_icir,n_days,aum_jpy
net_score_ranking,0.15912720046121423,0.04556523063585205,3.4922944148560573,-0.1217473110516866,0.5537414965986395,0.20364948205240743,10.960664087590205,3675,1000000
hinge_ridge_overlay,0.16189551454676587,0.04557955404740554,3.5519328332695967,-0.12329448042611131,0.5591836734693878,0.20364948205240743,10.960664087590205,3675,1000000
hinge_elasticnet_overlay,0.1606266154679754,0.045567966545668824,3.5249897602297717,-0.12224772990878827,0.5591836734693878,0.20364948205240743,10.960664087590205,3675,1000000
