feature,mean_z,std_z,pct_nan,status
us_tech_return,-0.01545772353976007,1.069187959822483,0.0,PASS
us_semiconductor_return,-0.007782062229857323,1.054118545164596,0.0,PASS
us_energy_return,-0.014687427569798482,1.068469867201393,0.0,PASS
us_financial_return,-0.018354868526370218,1.0536378935624606,0.0,PASS
us_industrial_return,-0.017499254680169714,1.0609560094293933,0.0,PASS
