model_name,annualized_net_return,annualized_volatility,IR,max_drawdown,hit_rate,avg_daily_jpy_pnl,annual_jpy_pnl,approx_after_tax_return,approx_after_tax_jpy_pnl,avg_realized_gross,avg_realized_net,avg_long_names,avg_short_names,trade_skipped_days,zero_position_days,avg_one_way_trade_adv,p95_one_way_trade_adv,spread_cost_annualized,financing_cost_annualized,borrow_cost_annualized,reverse_fee_cost_annualized,impact_cost_annualized,optimizer_failure_days,rounding_error,correlation_with_topix,beta_to_topix
baseline_current,0.34154780718759287,0.07363744499206674,4.6382354415527205,-0.09788983850791376,0.6249062265566392,1355.3484412206067,341547.80718759284,0.2721623701574334,272162.3701574334,0.822363358824944,-0.0002931410623936076,4.870467616904226,4.901475368842211,0,0,0.03827394014790167,0.1927698495079897,,,,,,0,0.0027932183664224025,-0.018743976651076327,-0.0046119454706124805
net_alpha_filter,0.3552531689812776,0.07398703782132904,4.801559562895015,-0.06130361653613082,0.6064016004001,1409.7347975447524,355253.1689812776,0.2830834877027311,283083.4877027311,0.7710600803825473,-0.0001205379226356072,4.094273568392098,4.338334583645912,118,121,0.034372488151588845,0.19090580656101727,,,,,,0,0.0023879512771950158,-0.011706121586457606,-0.002893959096975051
net_score_ranking,0.3677691062004637,0.07572630199003555,4.856557055286506,-0.06362265466122702,0.6056514128532133,1459.4012150812052,367769.1062004637,0.2930568122758395,293056.8122758395,0.7417835626590062,0.00014692294627732726,3.841960490122531,4.138784696174043,146,148,0.03186760675691672,0.18905750948085115,,,,,,0,0.0023224459991030497,-0.008395114205831231,-0.0021242081730594594
cost_aware_mvo,0.4569205448587736,0.09415907903142687,4.852644583601653,-0.1558740971797518,0.6221555388847212,1813.1767653125935,456920.5448587736,0.36409713617071376,364097.13617071375,0.9961888279357431,-0.0007029409261533975,4.022505626406602,3.9617404351087773,0,0,0.04267795090828014,0.20156210304189687,,,,,,0,0.002346096099084728,-0.025045440942176464,-0.007879789247438946
cost_aware_mvo_beta_neutral,0.40590565880262364,0.08803398861031424,4.61078346227592,-0.14396664926672176,0.6176544136034009,1610.7367412802525,405905.6588026236,0.3234459242168707,323445.9242168707,0.9943564480865223,-0.0001233306406244043,4.379094773693423,4.297074268567142,0,0,0.043941448313675954,0.20152118874274258,,,,,,0,0.0026013728134997886,-0.02480912653550101,-0.007297692692346594
integer_rounded_mvo,0.40590565880262364,0.08803398861031424,4.61078346227592,-0.14396664926672176,0.6176544136034009,1610.7367412802525,405905.6588026236,0.3234459242168707,323445.9242168707,0.9943564480865223,-0.0001233306406244043,4.379094773693423,4.297074268567142,0,0,0.043941448313675954,0.20152118874274258,,,,,,0,0.0026013728134997886,-0.02480912653550101,-0.007297692692346594
