AUM,Gross IR,Spread IR,Impact IR,Combined IR,Average Daily Cost (bps),p95 Daily Cost (bps)
100000000,8.004743768132512,5.708123171438317,-5.517230498970757,-7.1643137473819705,117.23915151990418,274.12578420077716
1000000000,8.004743768132512,5.708123171438317,-13.543932140791608,-14.24195665689941,337.98778175418295,822.5828707330604
10000000000,8.004743768132512,5.708123171438317,-16.22824509890616,-16.457033654930562,1036.0562436568127,2559.1422385233514
