trade_date,long_basket_raw_return_bps,short_basket_raw_return_bps,long_leg_pnl_bps,short_leg_pnl_bps,total_pnl_bps
2009-07-10,-306.92384858362345,-153.65518800053903,-266.8569073655339,199.40984511674742,-67.44706224878645
2009-07-13,-86.94059900547923,-152.0720533829103,-155.10177166861746,88.29467304149101,-66.80709862712648
2009-07-14,-58.18209473864089,33.17620099675045,-78.2837119847528,-35.34259996406237,-113.62631194881517
2009-07-15,-32.75345964349818,-78.91960077011362,-41.356667293356075,63.833001592293584,22.476334298937513
2009-07-16,-40.08545587492951,-141.42918741691113,-6.430628866864026,136.71703771403324,130.2864088471692
2009-07-17,-21.08490284007125,35.61792465233915,-99.59380522820156,-29.690764109154642,-129.2845693373562
2009-07-21,-12.751565937420217,-4.730590448551952,12.129633045360949,4.909436502400096,17.03906954776105
2009-07-22,-17.419617725235927,24.049075688237888,-11.279995396664008,-20.171027287452862,-31.451022684116868
2009-07-23,-6.769256410334545,36.13410775660064,-37.71562013535713,-30.50619347467654,-68.22181361003366
2009-07-24,-0.29008318538337186,-55.568610530114086,1.5525958055911817,48.38458323947185,49.93717904506304
2009-07-27,-42.942325708159814,-30.695684851322014,-37.163745197044136,13.160402474162586,-24.00334272288155
2009-07-28,18.522361271605224,-5.549909247422935,68.06668632743761,-13.075465163101219,54.991221164336395
2009-07-29,16.149674650384192,28.496743226961385,0.22017058215459942,-16.700974701435243,-16.48080411928064
2009-07-30,-27.597656155587067,-25.502764807143308,98.49076661569737,25.46451046067492,123.9552770763723
2009-07-31,3.05499804787579,8.397549684837635,17.327286845854932,-14.825866806854464,2.501420039000466
2009-08-03,22.069423697094415,-5.576088664876355,22.005924972542225,28.192919537817833,50.19884451036006
2009-08-04,23.37505827233621,-104.1756813951853,114.23225145110338,126.82887875973536,241.06113021083874
2009-08-05,-14.120396011722214,-175.39761370730412,-43.37306198444752,182.25675604709977,138.88369406265227
2009-08-06,-14.568675417392596,-9.760861374948249,-214.5129554419624,8.949340636366506,-205.56361480559588
2009-08-07,-53.77281947744095,-30.97880682595444,-40.09830075157943,23.775849124137437,-16.322451627442
2009-08-10,-16.626804715175414,-37.43272358969452,7.6967926442990295,33.296385025889705,40.993177670188736
2009-08-11,-5.306452010981122,-0.38520706771483226,10.226025604561531,-5.810704138236441,4.415321466325089
2009-08-12,-7.603854559752765,-7.563566734182459,-48.04340311852608,6.590585931255396,-41.45281718727068
2009-08-13,2.7530782753233396,-4.4474968737526765,21.6645618031912,4.575349103452357,26.239910906643562
2009-08-14,190.37674913186953,16.15707434052771,194.7394860133367,-26.767763188011717,167.97172282532497
2009-08-17,5.556869131233766,-144.20844851951742,58.801651437252964,111.29356472403055,170.0952161612835
2009-08-18,27.813992258347355,63.00882049325951,-146.8603992250009,-60.17907247735004,-207.03947170235094
2009-08-19,-51.69044492421371,-36.601825185805794,-29.809562119777617,27.093261590887234,-2.7163005288903834
2009-08-20,21.965526425705928,16.200294550809957,20.262908062087256,-13.517681698465474,6.745226363621779
2009-08-21,2.329644729178959,-119.3926233074043,3.2932032522211734,123.10953567731849,126.40273892953967
2009-08-24,17.790882253666762,-18.753179772957427,16.349997275858012,-1.1267738775705112,15.223223398287503
2009-08-25,71.40872660316067,-21.800234341095237,89.63933733364799,24.904052441233997,114.54338977488197
2009-08-26,69.08224493139548,-11.725485029528526,77.61070932144806,9.892647496408674,87.50335681785674
2009-08-27,-49.954494563811956,-54.78914313852145,-53.957488173107386,52.28507813121159,-1.6724100418957908
2009-08-28,13.3013862735738,-6.429981049270284,-21.604159262478063,4.985470244660277,-16.61868901781779
2009-08-31,-36.48940515325694,-120.29986976316209,-24.21128257372466,113.13606236908642,88.92477979536177
2009-09-02,-51.39104434167896,-30.516531856994433,-174.48788066802828,24.753359188585616,-149.73452147944266
2009-09-03,2.6481192438641,16.544909896861082,8.821237275706345,-3.2481478693086974,5.5730894063976475
2009-09-04,-29.97044740688115,-36.8324865386338,-27.236097721384244,50.201270642463335,22.96517292107909
2009-09-07,-65.60079608744806,-20.796169829023547,-66.44643594781044,21.540104598417606,-44.90633134939283
2009-09-09,-20.471536748821517,-41.80790960451963,17.230862613006323,37.927084101058696,55.15794671406503
2009-09-10,20.452503285208312,19.3807339449541,-33.47959911880685,-17.60195576095449,-51.08155487976135
2009-09-11,19.821167213351032,-28.34703039442066,-70.12120133821388,29.518456255204473,-40.60274508300939
2009-09-14,-6.0606060606061,-146.2178960312801,-0.16062204702395985,153.59307275170696,153.432450704683
2009-09-15,-5.270336320961855,-28.46888464665054,-5.49602237694303,24.027987889129985,18.531965512186957
2009-09-16,1.6736401673638213,-57.05711829793447,0.9319077676936135,38.209330051221805,39.14123781891542
2009-09-17,-46.18327389229737,-48.845483039333004,13.50594052815498,34.092988201120434,47.59892872927541
2009-09-18,-15.95320016126034,-37.76711422018097,-48.365814693171636,23.096063789633128,-25.269750903538515
2009-09-24,134.89441575418047,-15.422333223139129,163.4120498614357,0.5970374374510492,164.0090872988867
2009-09-25,-116.85629829389721,-34.986154234581065,-92.89259759419551,46.013197738394275,-46.879399855801246
2009-09-28,-139.4450094370343,-58.52927618470272,-136.37415952977813,68.63176842922927,-67.74239110054884
2009-09-29,-24.859581434342413,19.726893907956455,-17.49939308433959,-23.82167340346203,-41.321066487801616
2009-09-30,27.587550925153746,-20.39939299873339,-0.24514731308292328,19.93409746766004,19.688950154577125
2009-10-01,-29.123297482758215,-9.67688100891384,-15.670270873836827,4.2637178267998,-11.406553047037024
2009-10-02,-105.09859224513907,-39.161073840900286,-127.92103018709625,40.81044581840683,-87.11058436868943
2009-10-05,-97.98193018504352,-17.38870040485807,-90.15816042450976,46.209697202798004,-43.948463221711755
2009-10-06,2.9346511606758163,9.79785979231651,3.7244171096770544,-5.430715619482679,-1.7062985098056243
2009-10-07,-10.011956725298088,221.25292056511992,-6.632847358062157,-228.10346004048336,-234.73630739854556
2009-10-08,-10.859342374651693,-37.4365358169364,-127.47157864650667,10.933943577400912,-116.53763506910578
2009-10-09,7.471575636466499,-34.96990498017305,5.525772088405411,36.33892239921679,41.8646944876222
2009-10-13,-5.720443385950347,-25.069315923095246,15.276146908475496,65.67223101114938,80.94837791962487
2009-10-14,0.7387204694073723,1.2261654561098734,68.69797498209049,-4.248063707021682,64.4499112750688
2009-10-15,-31.24505798032917,44.6887793809545,-45.777508322641765,-54.08175475144385,-99.85926307408562
2009-10-16,-55.044404979117665,-94.27644523535972,-48.94149791759287,94.70810665005116,45.766608732458295
2009-10-19,0.19905019969335136,97.21448072009409,6.528051009117614,-157.46943761396537,-150.94138660484774
2009-10-20,52.14790612659259,-21.48813456540899,106.08056428413268,19.37071159438487,125.45127587851755
2009-10-21,21.13106809980314,-40.68395644135992,27.997162744222678,46.28963541299364,74.28679815721631
2009-10-22,1.1198728323384977,-26.976574617851636,-21.77841264170594,22.541610898888695,0.7631982571827483
2009-10-23,-27.6991742428061,-27.758051335477372,-17.449981859870444,19.25445822904918,1.8044763691787415
2009-10-26,60.94475440139391,1.8450184501843658,63.74180795624226,-0.9131286066059672,62.8286793496363
2009-10-27,-82.16588891479249,-22.047088167304718,-101.45048209108748,28.548975302194993,-72.90150678889249
2009-10-28,-25.30999124072375,3.6096153711022705,-24.089426233906142,10.565750820170885,-13.523675413735251
2009-10-29,-28.829798711686117,100.13782710321406,-42.49229910872748,-129.69047751466394,-172.18277662339142
2009-10-30,54.36498799832145,10.292988018581362,157.01966706210018,-14.03258707771863,142.98707998438155
2009-11-02,-35.08966727323304,13.059029811557155,-33.13193746423438,-16.851892047056847,-49.98382951129123
2009-11-04,36.85973420662458,13.85216270759937,38.045694902856624,-32.174521010327375,5.8711738925292485
2009-11-05,-40.01025066750685,-30.68500500998672,-45.500227816538846,31.423439242140244,-14.076788574398607
2009-11-06,-93.01165349550656,-97.50479740523987,-98.21699453717294,130.91431320653234,32.697318669359404
2009-11-09,-12.305963334972247,-111.53028303607182,-24.421587795994004,116.76874890437578,92.34716110838178
2009-11-10,18.600041715791438,-61.30897870887364,28.317421944100712,66.97137459472162,95.28879653882234
2009-11-11,-17.50752957567703,-65.52300163014979,-20.025974677124687,67.1183087611718,47.09233408404711
2009-11-12,-47.2462061747776,-81.36613783723546,-42.52498998891048,79.57885146611345,37.053861477202965
2009-11-13,94.3408393267311,7.276743367876426,103.3198688279049,-4.828686765631966,98.49118206227293
2009-11-16,-36.96119767439843,7.748529667259918,6.0634966661936,-12.731696320948133,-6.668199654754534
2009-11-17,0.0,-71.93697644655138,0.0,85.96440008828199,85.96440008828199
2009-11-18,-86.49324898022815,-103.91328492063568,-86.30272042340691,72.6268462146907,-13.675874208716206
2009-11-19,-26.393967583905997,-81.52959459253938,-35.36916940556096,89.58238214338846,54.21321273782751
2009-11-20,69.29372749162188,102.39427211213004,71.47598171185915,-145.12272933201902,-73.64674762015987
2009-11-24,-36.999793729373124,-93.81333466842158,-34.366616059165914,105.38807579983119,71.02145974066528
2009-11-25,28.013861859432556,21.970764339831693,41.605222916040006,-8.966100683018018,32.639122233021986
2009-11-26,43.40532218428073,57.512580877066895,63.696630493801905,-82.14204164894602,-18.44541115514412
2009-11-30,131.50695237457555,105.57066269540361,136.4029899295466,-102.63313107971204,33.76985884983454
2009-12-01,244.5272244003536,163.82277075782835,269.76137003248414,-172.71016624319498,97.05120378928912
2009-12-02,69.52190269623948,-19.26637876389181,86.35123423727542,37.07854270426475,123.42977694154018
2009-12-03,44.48715577392593,51.375444554973,49.29496955797341,-65.57482998927838,-16.27986043130498
2009-12-04,56.74347759976795,-74.55920165216945,76.69374703540345,88.62186735223253,165.31561438763597
2009-12-07,51.19237950235789,-5.242531204147083,59.00442236585766,-3.095383558820099,55.90903880703756
2009-12-08,26.025625867277746,-20.835573587778544,21.966981646570837,22.528090841589517,44.49507248816035
2009-12-09,-32.98996900120499,-8.403907635932129,-41.33767224200715,8.192936275276525,-33.14473596673063
2009-12-10,-53.19500301140456,-69.51213145685008,-72.34661681633669,57.480539696160015,-14.866077120176683
2009-12-11,28.677336803729194,12.029300448213931,22.370782312221145,-6.051004209585316,16.319778102635823
2009-12-14,16.433931435370976,-59.194389275074585,25.45223952534991,61.030532644200925,86.48277216955084
2009-12-15,41.30152116151508,44.73964258192353,49.73496805941431,-56.07279109284445,-6.3378230334301415
2009-12-16,61.50739477524004,-35.2462007181098,63.708317866843934,62.090281280795715,125.79859914763965
2009-12-17,-60.18515300312477,33.187072895696666,-22.69839094038469,23.38696276378672,0.6885718234020313
2009-12-18,7.703168699637608,55.47274282781655,4.052727504344697,-63.65836283716422,-59.60563533281952
2009-12-21,15.195444320404095,-14.900883266058873,17.291948865448564,5.529538668515284,22.821487533963847
2009-12-22,70.31070263344219,36.29444460709874,52.623956320996676,-23.44238627439193,29.181570046604737
2009-12-24,-30.744045676197153,-29.751821654856016,-34.37507927571558,15.707848680601062,-18.667230595114518
2009-12-25,-9.25944550605129,-70.376046696075,-6.611239603420349,106.75124814910552,100.14000854568516
2009-12-29,-23.081703335329884,0.0,-16.11596951030129,0.0,-16.11596951030129
