Group,Days,Rank IC Mean,Rank IC Std,Rank ICIR,Rank IC Hit Rate,Long-Short Spread (bps),PnL Hit Rate
mostly Open->Close proxy (Full Period),3999,0.18939727011997554,0.2906096675399053,10.345796407406255,0.7412060301507538,39.970178505269345,0.7396849212303076
Open->Close proxy only (No 9:10),3944,0.18924932128863564,0.28980407842625566,10.366451210138568,0.741656050955414,39.45867430472319,0.7406186612576064
true 9:10-to-Close only,55,0.1999554367201426,0.34623680845228844,9.16769700867395,0.7090909090909091,76.64967972261557,0.6727272727272727
