trade_date,daily_return,daily_return_gross,daily_return_renorm,daily_return_renorm_gross,long_ret,short_ret,slippage_cost,gross_exposure,gross_exposure_renorm,net_exposure,net_exposure_renorm,n_long_filled,n_short_filled,n_long_total,n_short_total,n_filled
2015-01-05,0.0011553376696972683,0.002629411216307132,0.003570177024319464,0.005570177024319464,-2.1414326630987474e-05,0.0026508255429381197,0.0014740735466098635,1.4740735466098636,2.0,0.5259264533901362,-1.1102230246251565e-16,5,2,5,5,7
2015-01-06,-0.011667828799275425,-0.010667828799275424,-0.011667828799275425,-0.010667828799275424,-0.010667828799275424,0.0,0.001,1.0,1.0,1.0,1.0,5,0,5,5,5
2015-01-07,0.01229510958899662,0.013677548005621452,0.010951718872612886,0.012951718872612886,0.01412703345264502,-0.0004494854470235688,0.0013824384166248314,1.3824384166248314,2.0,0.6175615833751688,2.220446049250313e-16,5,3,5,5,8
2015-01-08,0.008444511609445067,0.00967515488792835,0.022845160479961955,0.024845160479961957,0.004547773128515308,0.005127381759413043,0.0012306432784832827,1.2306432784832826,2.0,-0.7693567215167174,0.0,1,5,5,5,6
2015-01-09,0.0058862252045908305,0.007680589267746354,0.005680589267746354,0.007680589267746354,0.0,0.007680589267746354,0.0017943640631555243,1.7943640631555242,2.0,-0.2056359368444759,0.0,2,5,5,5,7
2015-01-13,0.003171508355616637,0.004171508355616637,0.003171508355616637,0.004171508355616637,0.004171508355616637,0.0,0.001,1.0,1.0,1.0,1.0,5,0,5,5,5
2015-01-14,0.008184195770313298,0.010146140592723615,0.008485058908949045,0.010485058908949045,0.0015790876931608365,0.008567052899562777,0.0019619448224103163,1.9619448224103162,1.9999999999999996,0.03805517758968377,-5.551115123125783e-17,5,4,5,5,9
2015-01-15,-0.003612871773947673,-0.002012345062159867,-0.0034226784355509405,-0.0014226784355509405,0.0008864436516225046,-0.002898788713782372,0.001600526711787806,1.600526711787806,2.0,-0.39947328821219397,0.0,3,5,5,5,8
2015-01-16,-0.0028593545330602194,-0.001646885974846659,-0.010062733575054052,-0.008062733575054052,8.404921961590857e-05,-0.0017309351944625674,0.0012124685582135604,1.2124685582135604,2.0,0.7875314417864394,-5.551115123125783e-17,5,1,5,5,6
2015-01-19,-0.0015871357079771022,-0.0001362729740212604,-0.0031263007903822005,-0.0011263007903822004,-0.0008128507671539661,0.0006765777931327056,0.0014508627339558419,1.4508627339558418,2.0,-0.549137266044158,5.551115123125783e-17,2,5,5,5,7
2015-01-21,0.0007379445600800192,0.002667701219696697,0.0011523058379699753,0.003152305837969975,-0.0037466345545107763,0.0064143357742074735,0.0019297566596166776,1.9297566596166775,1.9999999999999998,0.07024334038332247,0.0,5,4,5,5,9
