trade_date,daily_return,daily_return_gross,daily_return_renorm,daily_return_renorm_gross,long_ret,short_ret,slippage_cost,gross_exposure,gross_exposure_renorm,net_exposure,net_exposure_renorm,n_long_filled,n_short_filled,n_long_total,n_short_total,n_filled
2015-01-05,0.000702964557573195,0.0021770381041830585,0.0026159514292424376,0.004615951429242438,-2.1414326630987474e-05,0.002198452430814046,0.0014740735466098635,1.4740735466098636,2.0,0.5259264533901362,-1.1102230246251565e-16,5,2,5,5,7
2015-01-06,-0.011840818824689995,-0.010667828799275424,-0.012667828799275424,-0.010667828799275424,-0.010667828799275424,0.0,0.00117299002541457,1.17299002541457,2.0,0.82700997458543,0.0,5,1,5,5,6
2015-01-07,0.012862710725330241,0.014786967625702328,0.012841049407290998,0.014841049407290998,0.01412703345264502,0.0006599341730573067,0.0019242569003720864,1.9242569003720864,2.0,0.07574309962791362,1.3877787807814457e-16,5,4,5,5,9
2015-01-08,0.007764981051509897,0.009205242696895783,0.012389739678210455,0.014389739678210455,0.004077860937482741,0.005127381759413043,0.0014402616453858862,1.440261645385886,2.0,-0.5597383546141139,0.0,2,5,5,5,7
2015-01-09,0.005581312801676905,0.007581312801676905,0.005581312801676905,0.007581312801676905,-9.927646606944937e-05,0.007680589267746354,0.002,2.0,2.0,0.0,0.0,5,5,5,5,10
2015-01-13,0.002654785756197448,0.004010922932188151,0.001720599452377966,0.003720599452377966,0.004171508355616637,-0.00016058542342848556,0.0013561371759907034,1.3561371759907035,2.0,0.6438628240092964,0.0,5,2,5,5,7
2015-01-14,0.008184195770313298,0.010146140592723615,0.008485058908949045,0.010485058908949045,0.0015790876931608365,0.008567052899562777,0.0019619448224103163,1.9619448224103162,1.9999999999999996,0.03805517758968377,-5.551115123125783e-17,5,4,5,5,9
2015-01-15,-0.0007896024660941244,0.0009962340642447865,5.7741846520464445e-05,0.0020577418465204645,0.003895022778027158,-0.002898788713782372,0.0017858365303389109,1.7858365303389108,2.0,-0.21416346966108918,1.1102230246251565e-16,4,5,5,5,9
2015-01-16,-0.0032881823476908984,-0.002075713789477338,-0.012081045452520868,-0.010081045452520868,8.404921961590857e-05,-0.0021597630090932464,0.0012124685582135604,1.2124685582135604,2.0,0.7875314417864394,-5.551115123125783e-17,5,1,5,5,6
2015-01-19,-0.0020967723069237713,-0.00036994236952081635,-0.002763264058171406,-0.000763264058171406,-0.001046520162653522,0.0006765777931327056,0.0017268299374029548,1.7268299374029548,2.0,-0.27317006259704524,-2.7755575615628914e-17,3,5,5,5,8
