trade_date,daily_return,daily_return_gross,daily_return_renorm,daily_return_renorm_gross,long_ret,short_ret,slippage_cost,gross_exposure,gross_exposure_renorm,net_exposure,net_exposure_renorm,n_long_filled,n_short_filled,n_long_total,n_short_total,n_filled
2015-01-05,0.000816227560383645,0.0022903011069935085,0.002854865841616641,0.004854865841616641,-2.1414326630987474e-05,0.002311715433624496,0.0014740735466098635,1.4740735466098636,2.0,0.5259264533901362,-1.1102230246251565e-16,5,2,5,5,7
2015-01-06,-0.011840818824689995,-0.010667828799275424,-0.012667828799275424,-0.010667828799275424,-0.010667828799275424,0.0,0.00117299002541457,1.17299002541457,2.0,0.82700997458543,0.0,5,1,5,5,6
2015-01-07,0.013324740223178751,0.015248997123550838,0.013340942345783003,0.015340942345783003,0.01412703345264502,0.001121963670905818,0.0019242569003720864,1.9242569003720864,2.0,0.07574309962791362,1.3877787807814457e-16,5,4,5,5,9
2015-01-08,0.007882282970260897,0.009322544615646782,0.012656176511807862,0.014656176511807862,0.004195162856233741,0.005127381759413043,0.0014402616453858862,1.440261645385886,2.0,-0.5597383546141139,0.0,2,5,5,5,7
2015-01-09,0.0056803371441997794,0.007607751687752131,0.0056020509479619476,0.007602050947961948,-7.2837579994224e-05,0.007680589267746354,0.0019274145435523513,1.9274145435523513,2.0,-0.07258545644764874,-5.551115123125783e-17,4,5,5,5,9
2015-01-13,0.0029308309723364585,0.004091255810341502,0.001671258230554252,0.003671258230554252,0.004171508355616637,-8.025254527513553e-05,0.001160424838005043,1.1604248380050428,2.0,0.8395751619949571,0.0,5,1,5,5,6
2015-01-14,0.008184195770313298,0.010146140592723615,0.008485058908949045,0.010485058908949045,0.0015790876931608365,0.008567052899562777,0.0019619448224103163,1.9619448224103162,1.9999999999999996,0.03805517758968377,-5.551115123125783e-17,5,4,5,5,9
2015-01-15,-0.003612871773947673,-0.002012345062159867,-0.0034226784355509405,-0.0014226784355509405,0.0008864436516225046,-0.002898788713782372,0.001600526711787806,1.600526711787806,2.0,-0.39947328821219397,0.0,3,5,5,5,8
2015-01-16,-0.0031808145031573007,-0.0019683459449437403,-0.01157571023757731,-0.00957571023757731,8.404921961590857e-05,-0.0020523951645596487,0.0012124685582135604,1.2124685582135604,2.0,0.7875314417864394,-5.551115123125783e-17,5,1,5,5,6
2015-01-19,-0.0020384425402810748,-0.00031161260287812,-0.0026830117685490013,-0.0006830117685490012,-0.0009881903960108256,0.0006765777931327056,0.0017268299374029548,1.7268299374029548,2.0,-0.27317006259704524,-2.7755575615628914e-17,3,5,5,5,8
2015-01-21,0.0007379445600800192,0.002667701219696697,0.0011523058379699753,0.003152305837969975,-0.0037466345545107763,0.0064143357742074735,0.0019297566596166776,1.9297566596166775,1.9999999999999998,0.07024334038332247,0.0,5,4,5,5,9
2015-01-22,-0.0015693798238561225,0.0004306201761438775,-0.0015693798238561225,0.0004306201761438775,-0.0030939608350511617,0.0035245810111950394,0.002,2.0,2.0,0.0,0.0,5,5,5,5,10
2015-01-23,0.0018202253523711678,0.002820225352371168,0.0018202253523711678,0.002820225352371168,0.0,0.002820225352371168,0.001,1.0,1.0,-1.0,-1.0,0,5,5,5,5
2015-01-26,0.007453666363505038,0.009345867801292677,0.0076047719113123136,0.009604771911312314,0.0072030319928373205,0.0021428358084553565,0.0018922014377876395,1.8922014377876395,2.0,0.10779856221236045,0.0,5,3,5,5,8
2015-01-27,0.007245657635940419,0.009070945761272611,0.009327716347835732,0.011327716347835732,0.010660328442075203,-0.0015893826808025932,0.0018252881253321923,1.8252881253321922,2.0,-0.17471187466780794,-1.1102230246251565e-16,3,5,5,5,8
2015-01-28,0.004904021399958738,0.0067959869643196245,0.004497029040256159,0.006497029040256159,0.00926427563431555,-0.002468288669995927,0.0018919655643608866,1.8919655643608866,2.0,0.10803443563911341,-1.1102230246251565e-16,5,4,5,5,9
2015-01-29,-0.00039416017708319355,0.0009158736908730853,-0.0015221562361920572,0.0004778437638079428,0.0011127009063863346,-0.00019682721551324953,0.0013100338679562788,1.3100338679562789,2.0,0.6899661320437211,-8.326672684688674e-17,5,3,5,5,8
2015-01-30,-0.0048289543748305155,-0.0029805839121098336,-0.005216431307959209,-0.003216431307959209,-0.0013195711596720296,-0.0016610127524378042,0.001848370462720682,1.848370462720682,2.0,-0.15162953727931794,0.0,3,5,5,5,8
