trade_date,ret_base_slip,ret_base_noslip,ret_gap_slip,ret_hybrid_slip,ret_hybrid_gross,slip_base,slip_gap,slip_hybrid,gross_base,gross_gap,gross_hybrid,net_hybrid,n_active_base,n_filled_base,fill_rate,w_filled_base_gross,w_gap_hybrid_gross
2015-02-10,0.00556704143752094,0.00756704143752094,-0.003538396857766272,0.005116659230076856,0.006183254000484247,0.002,0.002,0.0010665947704073908,2.0,2.0,2.0,1.3877787807814457e-16,10,9,0.9,1.8668104591852184,0.13318954081478163
2015-02-12,0.009412477627104107,0.011412477627104107,-0.0019251554872522407,0.010811317734208606,0.01190328225052143,0.002,0.002,0.0010919645163128225,2.0,2.0,2.0,-1.6653345369377348e-16,10,9,0.9,1.8160709673743554,0.18392903262564475
2015-02-13,0.006884225234169523,0.008884225234169523,0.002554223283648658,0.007884225234169522,0.008884225234169523,0.002,0.002,0.001,2.0,2.0,2.0,-1.6653345369377348e-16,10,10,1.0,2.0,0.0
2015-02-16,0.007449916953582185,0.009449916953582185,0.007177186409393563,0.008449916953582185,0.009449916953582185,0.0019999999999999996,0.002,0.0009999999999999998,1.9999999999999998,2.0,1.9999999999999998,5.551115123125783e-17,10,10,1.0,1.9999999999999998,0.0
2015-02-18,-0.0093154284183321,-0.0073154284183321,9.863838734621572e-05,-0.0066239092734824674,-0.005239304638607462,0.002,0.002,0.0013846046348750052,2.0,2.0,2.0,1.1102230246251565e-16,10,6,0.6,1.2307907302499899,0.7692092697500101
2015-02-19,-0.006538035697867179,-0.004538035697867179,0.0022316748445609684,-0.005538035697867179,-0.004538035697867179,0.002,0.002,0.001,2.0,2.0,2.0,1.6653345369377348e-16,10,10,1.0,2.0,0.0
2015-02-20,0.0005389646862890376,0.0025389646862890376,0.0030362909319234643,0.0015389646862890376,0.0025389646862890376,0.002,0.002,0.001,2.0,2.0,2.0,9.71445146547012e-17,10,10,1.0,2.0,0.0
2015-02-23,0.004171336189928228,0.006171336189928228,0.0038347856543127956,0.010343760631442657,0.011668692554539936,0.002,0.0019999999999999996,0.0013249319230972793,2.0,1.9999999999999998,1.9999999999999998,-8.326672684688674e-17,10,6,0.6,1.3501361538054415,0.6498638461945585
2015-02-24,-0.004563803827984623,-0.0025638038279846226,0.0029868509750242984,-0.0010477720946501282,3.972925640343566e-05,0.002,0.002,0.0010875013510535639,2.0,2.0,2.0,5.551115123125783e-17,10,9,0.9,1.824997297892872,0.17500270210712798
2015-02-25,-0.006603737138850867,-0.004603737138850867,0.021556558794097486,-0.006499214072736498,-0.005253775424171254,0.002,0.0019999999999999996,0.0012454386485652438,2.0,1.9999999999999998,2.0,5.551115123125783e-17,10,7,0.7,1.5091227028695124,0.49087729713048756
2015-02-26,0.0033690814378404613,0.005369081437840461,0.005878997865376566,0.005781351801107259,0.006843298397763213,0.002,0.002,0.0010619465966559536,2.0,2.0,2.0,-1.3877787807814457e-16,10,9,0.9,1.8761068066880926,0.1238931933119074
2015-02-27,0.006474148715915258,0.008474148715915258,0.004749732916192923,0.00773207162742582,0.008968097641619797,0.002,0.002,0.0012360260141939775,2.0,2.0,2.0,-1.3877787807814457e-16,10,7,0.7,1.5279479716120457,0.47205202838795457
2015-03-02,-0.001932887087340428,6.711291265957208e-05,0.006107837917139142,0.0013551184909436458,0.0026904444021401087,0.002,0.002,0.001335325911196463,2.0,2.0,2.0000000000000004,-1.6653345369377348e-16,10,6,0.6,1.3293481776070748,0.6706518223929256
2015-03-03,-0.00795435910948897,-0.005954359109488969,0.004872993171327033,-0.006954359109488969,-0.005954359109488969,0.002,0.0019999999999999996,0.001,2.0,1.9999999999999998,2.0,-5.551115123125783e-17,10,10,1.0,2.0,0.0
2015-03-04,0.002536200933816391,0.004536200933816391,-0.000971685963784791,0.004842323319891922,0.005906565004166592,0.002,0.002,0.0010642416842746702,2.0,2.0,2.0,-2.7755575615628914e-17,10,9,0.9,1.8715166314506597,0.12848336854934028
2015-03-05,0.006138871952893884,0.008138871952893884,-0.0031680783162450557,0.005137510646201371,0.006306859530129154,0.0019999999999999996,0.002,0.0011693488839277834,1.9999999999999998,2.0,2.0,1.1102230246251565e-16,10,8,0.8,1.6613022321444335,0.3386977678555666
2015-03-06,0.007214093549869136,0.009214093549869136,0.004320731280277648,0.007991435429418997,0.00904948936423331,0.002,0.0019999999999999996,0.001058053934814313,2.0,1.9999999999999998,2.0,5.551115123125783e-17,10,9,0.9,1.8838921303713745,0.11610786962862563
2015-03-09,0.010716251154483408,0.012716251154483408,0.005557667896428588,0.012410325412577732,0.013442669262669791,0.002,0.0019999999999999996,0.0010323438500920588,2.0,1.9999999999999998,2.0,-1.6653345369377348e-16,10,9,0.9,1.935312299815882,0.06468770018411785
2015-03-10,0.0051954095712214605,0.007195409571221461,0.008763533800251251,0.007429520934870956,0.008698409813932498,0.002,0.0019999999999999996,0.0012688888790615424,2.0,1.9999999999999998,2.0,0.0,10,6,0.6,1.462222241876915,0.5377777581230849
2015-03-11,-0.0027557647192673973,-0.0007557647192673977,0.0020137688844138867,-0.0010845751338375467,-2.9074140915956014e-05,0.0019999999999999996,0.002,0.0010555009929215907,1.9999999999999998,2.0,2.0,-1.942890293094024e-16,10,9,0.9,1.8889980141568188,0.11100198584318122
2015-03-12,0.0013088345604793266,0.0033088345604793262,0.004045865069801267,0.002308834560479326,0.0033088345604793262,0.0019999999999999996,0.002,0.0009999999999999998,1.9999999999999998,2.0,1.9999999999999998,1.6653345369377348e-16,10,10,1.0,1.9999999999999998,0.0
2015-03-13,0.003039894263647756,0.005039894263647756,-0.00023858772406189005,0.0025221133870204234,0.0035950404880031907,0.002,0.002,0.0010729271009827673,2.0,2.0,2.0,1.1102230246251565e-16,10,8,0.8,1.8541457980344656,0.14585420196553456
2015-03-16,-0.01325591016806408,-0.01125591016806408,-0.006684719217877078,-0.009572361224513423,-0.008444270578757351,0.002,0.002,0.001128090645756072,2.0,2.0,2.0,2.7755575615628914e-17,10,8,0.8,1.7438187084878558,0.2561812915121441
2015-03-17,-0.00045523158699619813,0.0015447684130038023,0.005877808009945404,0.0005447684130038021,0.0015447684130038023,0.0020000000000000005,0.0019999999999999996,0.0010000000000000002,2.0000000000000004,1.9999999999999998,2.0000000000000004,-5.551115123125783e-17,10,10,1.0,2.0000000000000004,0.0
2015-03-18,0.0045450071317867605,0.006545007131786761,0.0024382495328479706,0.0047069227772725646,0.006030413756896968,0.0020000000000000005,0.002,0.001323490979624403,2.0000000000000004,2.0,2.0,2.7755575615628914e-17,10,6,0.6,1.3530180407511938,0.6469819592488062
2015-03-19,0.0016933635917888846,0.0036933635917888842,0.011770737322730906,0.006858933272304466,0.007991547557992876,0.0019999999999999996,0.002,0.0011326142856884103,1.9999999999999998,2.0,2.0,1.6653345369377348e-16,10,8,0.8,1.7347714286231792,0.26522857137682077
2015-03-20,-0.0023982457324435006,-0.0003982457324435006,0.003973467605543651,-0.0012170045811612388,-0.0001292421683882039,0.002,0.0019999999999999996,0.0010877624127730349,2.0,1.9999999999999998,2.0,-5.551115123125783e-17,10,9,0.9,1.8244751744539305,0.17552482554606963
2015-03-23,-0.007517774795363098,-0.005517774795363098,0.008951758931388087,0.0046978797978738055,0.006243927830376128,0.002,0.002,0.0015460480325023228,2.0,2.0,2.0,-1.6653345369377348e-16,10,4,0.4,0.9079039349953542,1.0920960650046458
2015-03-24,0.006646216479193357,0.008646216479193357,0.006226531420674296,0.0075763407839822515,0.008646216479193357,0.002,0.002,0.0010698756952111051,2.0,2.0,2.0,0.0,10,9,0.9,1.8602486095777897,0.1397513904222102
2015-03-25,-0.005583952564024046,-0.0035839525640240454,0.0040221522969327685,-0.004583952564024045,-0.0035839525640240454,0.002,0.002,0.001,2.0,2.0,2.0,-1.1102230246251565e-16,10,10,1.0,2.0,0.0
2015-03-26,-0.007015599812002234,-0.0050155998120022345,0.007201824131270417,-0.0060155998120022345,-0.0050155998120022345,0.0019999999999999996,0.002,0.0009999999999999998,1.9999999999999998,2.0,1.9999999999999998,-1.1102230246251565e-16,10,10,1.0,1.9999999999999998,0.0
2015-03-27,-0.007958413951718287,-0.005958413951718287,0.012653172317320029,0.0037834903063905584,0.005141211986095276,0.0019999999999999996,0.002,0.001357721679704718,1.9999999999999998,2.0,1.9999999999999998,-4.163336342344337e-17,10,7,0.7,1.284556640590564,0.7154433594094358
2015-03-30,0.01011158275294535,0.01211158275294535,-0.001896780444854747,0.01111158275294535,0.01211158275294535,0.0019999999999999996,0.002,0.0009999999999999998,1.9999999999999998,2.0,1.9999999999999998,0.0,10,10,1.0,1.9999999999999998,0.0
2015-03-31,0.003406349109885713,0.005406349109885713,0.004571212245146164,0.0015690198701039646,0.002840360188810271,0.002,0.002,0.0012713403187063063,2.0,2.0,2.0,-1.1102230246251565e-16,10,7,0.7,1.4573193625873877,0.5426806374126123
2015-04-01,0.005634698647251333,0.007634698647251333,0.007174122832125807,0.009634461766009014,0.010846464784972514,0.002,0.002,0.0012120030189635002,2.0,2.0,2.0,0.0,10,8,0.8,1.575993962073,0.4240060379270001
2015-04-02,0.005287075312581247,0.007287075312581247,0.016479143030553298,0.01361820363125975,0.0148170067394922,0.002,0.002,0.0011988031082324504,2.0,2.0,2.0,-8.326672684688674e-17,10,8,0.8,1.6023937835350996,0.39760621646490035
2015-04-03,-0.003435566725963339,-0.0014355667259633392,0.0026744308191939082,0.004418666779587455,0.005836086620513799,0.002,0.002,0.0014174198409263434,2.0,2.0,2.0,-2.7755575615628914e-17,10,8,0.8,1.1651603181473134,0.8348396818526865
2015-04-07,-0.003236969623668196,-0.0012369696236681962,0.007060003744450531,-0.007515846182947789,-0.00626606354291453,0.002,0.002,0.0012497826400332593,2.0,2.0,2.0,0.0,10,7,0.7,1.500434719933481,0.4995652800665188
2015-04-08,0.0014014189398808942,0.0034014189398808943,0.0007870481383943566,0.00119398497022732,0.0022569162484019824,0.002,0.0019999999999999996,0.0010629312781746624,2.0,1.9999999999999998,2.0,-4.163336342344337e-17,10,9,0.9,1.8741374436506755,0.12586255634932453
2015-04-09,0.00672687570208186,0.00872687570208186,0.004646561192644888,0.00653681538900103,0.007606794427204823,0.002,0.002,0.001069979038203793,2.0,2.0,2.0000000000000004,-2.7755575615628914e-17,10,9,0.9,1.8600419235924144,0.13995807640758573
2015-04-10,0.0022818563891226287,0.004281856389122629,0.00437740699929338,0.0062260814872670675,0.007347844583900497,0.002,0.002,0.0011217630966334291,2.0,2.0,2.0,0.0,10,8,0.8,1.7564738067331414,0.24352619326685854
2015-04-13,0.00823381791972587,0.01023381791972587,0.005194306498397791,0.00989373653873542,0.011166133096405144,0.002,0.0019999999999999996,0.0012723965576697254,2.0,1.9999999999999998,2.0,0.0,10,7,0.7,1.4552068846605501,0.5447931153394501
2015-04-14,-0.0025928851553026545,-0.0005928851553026549,0.0055342001559435,-0.0005440988709237205,0.0005314922154802367,0.0019999999999999996,0.002,0.0010755910864039572,1.9999999999999998,2.0,2.0,1.6653345369377348e-16,10,9,0.9,1.8488178271920854,0.15118217280791457
2015-04-15,-0.0011531735733450944,0.0008468264266549052,0.004349947543931797,0.00014333366680225322,0.0012020266738016064,0.0019999999999999996,0.002,0.0010586930069993532,1.9999999999999998,2.0,1.9999999999999998,0.0,10,9,0.9,1.8826139860012931,0.11738601399870663
2015-04-16,0.02220219415155051,0.02420219415155051,0.012315111878352413,0.02320219415155051,0.02420219415155051,0.002,0.002,0.001,2.0,2.0,2.0,1.1102230246251565e-16,10,10,1.0,2.0,0.0
2015-04-17,-0.009695944208770955,-0.007695944208770955,-0.00038594525133679096,0.001182358880519932,0.0027780673669942457,0.002,0.002,0.0015957084864743137,2.0,2.0,1.9999999999999998,5.551115123125783e-17,10,4,0.4,0.8085830270513727,1.1914169729486273
2015-04-20,-0.006133431657811881,-0.004133431657811881,0.008990130744783111,-0.0007299259703351911,0.00047596200354135766,0.002,0.002,0.0012058879738765487,2.0,2.0,1.9999999999999998,-8.326672684688674e-17,10,7,0.7,1.5882240522469022,0.41177594775309756
2015-04-21,6.467130535963523e-05,0.0020646713053596353,0.003117565710053425,0.0004578533092334221,0.0015131971917188279,0.002,0.002,0.0010553438824854058,2.0,2.0,2.0,8.326672684688674e-17,10,9,0.9,1.8893122350291882,0.11068776497081179
2015-04-22,-0.007688183778626758,-0.005688183778626758,-0.009546569406264607,-0.004824742366824243,-0.0035668213698804023,0.002,0.002,0.00125792099694384,2.0,2.0,2.0,-1.1102230246251565e-16,10,7,0.7,1.4841580061123198,0.5158419938876803
2015-04-23,-0.011701119074364922,-0.009701119074364922,0.0013596589738710772,-0.008256396180293057,-0.007040531645011933,0.002,0.002,0.0012158645352811244,2.0,2.0,2.0,-5.551115123125783e-17,10,7,0.7,1.5682709294377513,0.43172907056224885
2015-04-24,-0.0025695026916544234,-0.0005695026916544231,0.004091958168449799,0.0005793707696407353,0.0017581417569918862,0.002,0.002,0.001178770987351151,2.0,2.0,2.0,2.7755575615628914e-17,10,8,0.8,1.6424580252976981,0.35754197470230187
2015-04-27,-0.009313764207798668,-0.0073137642077986675,-0.0073029485060791335,-0.008313764207798668,-0.0073137642077986675,0.002,0.002,0.001,2.0,2.0,2.0,-5.551115123125783e-17,10,10,1.0,2.0,0.0
2015-04-28,0.003199950887637534,0.005199950887637534,0.008313121216272387,0.004199950887637534,0.005199950887637534,0.002,0.002,0.001,2.0,2.0,2.0,-2.220446049250313e-16,10,10,1.0,2.0,0.0
2015-04-30,-0.009343167651088908,-0.007343167651088908,0.017254707481324114,-0.0009476044291906905,0.0002589710113671145,0.002,0.002,0.001206575440557805,2.0,2.0,2.0,1.3877787807814457e-16,10,8,0.8,1.5868491188843905,0.4131508811156096
2015-05-01,-0.008270323197623216,-0.006270323197623215,-0.005216217899468511,-0.007270323197623215,-0.006270323197623215,0.002,0.0019999999999999996,0.001,2.0,1.9999999999999998,2.0,5.551115123125783e-17,10,10,1.0,2.0,0.0
2015-05-07,0.006133241301851821,0.00813324130185182,-0.0010522184384054007,0.005597929901600191,0.006691912986183615,0.002,0.002,0.0010939830845834242,2.0,2.0,1.9999999999999998,-5.551115123125783e-17,10,9,0.9,1.8120338308331512,0.18796616916684872
2015-05-08,-0.0067132870041731515,-0.0047132870041731514,0.014721811121602138,-0.0057132870041731515,-0.0047132870041731514,0.002,0.002,0.001,2.0,2.0,2.0,-5.551115123125783e-17,10,10,1.0,2.0,0.0
2015-05-11,-0.008750308005093778,-0.006750308005093778,0.015463369642883825,0.003955589286618344,0.005316003156441043,0.002,0.0020000000000000005,0.0013604138698226989,2.0,2.0000000000000004,2.0,-1.1102230246251565e-16,10,6,0.6,1.279172260354602,0.7208277396453978
2015-05-12,0.002042908459449915,0.004042908459449915,-0.0017994657375936477,0.0025297607873557802,0.0037110371559227217,0.002,0.002,0.0011812763685669415,2.0,2.0,2.0,1.1102230246251565e-16,10,6,0.6,1.6374472628661167,0.36255273713388314
2015-05-13,0.0037205990970633276,0.005720599097063328,-0.0038159804678956763,0.0029540124931920334,0.004313809054054657,0.002,0.002,0.0013597965608626232,2.0,2.0,2.0,-2.7755575615628914e-17,10,7,0.7,1.2804068782747535,0.7195931217252466
2015-05-14,-0.00028541673701292544,0.0017145832629870742,-0.0005233491439906636,0.0038482480978809194,0.005198951590178065,0.0019999999999999996,0.002,0.0013507034922971453,1.9999999999999998,2.0,2.0,-5.551115123125783e-17,10,6,0.6,1.2985930154057097,0.7014069845942903
2015-05-15,0.00683508635849466,0.00883508635849466,0.011676841867192379,0.008493442744338655,0.00952253918523024,0.002,0.002,0.0010290964408915834,2.0,2.0,1.9999999999999998,-1.1102230246251565e-16,10,9,0.9,1.9418071182168333,0.05819288178316684
2015-05-18,-0.01517095863004724,-0.01317095863004724,0.013826055033057815,-0.013459355106094304,-0.012433709023735754,0.002,0.002,0.00102564608235855,2.0,2.0,2.0,0.0,10,9,0.9,1.9487078352829001,0.05129216471709985
2015-05-19,-0.0011542408646281264,0.0008457591353718732,0.003903325512313944,0.003003241453090802,0.00423435246325793,0.0019999999999999996,0.002,0.0012311110101671276,1.9999999999999998,2.0,1.9999999999999998,1.942890293094024e-16,10,8,0.8,1.5377779796657445,0.4622220203342554
2015-05-20,0.019771743726732943,0.02177174372673294,0.010561483349938958,0.02077174372673294,0.02177174372673294,0.0019999999999999996,0.002,0.0009999999999999998,1.9999999999999998,2.0,1.9999999999999998,-8.326672684688674e-17,10,10,1.0,1.9999999999999998,0.0
2015-05-21,-0.004354687091268371,-0.002354687091268371,-0.0029346383721524805,-0.001918042186817872,-0.00034786498993141866,0.002,0.002,0.0015701771968864532,2.0,2.0,2.0,-5.551115123125783e-17,10,4,0.4,0.8596456062270934,1.1403543937729066
2015-05-22,0.0006907519281034572,0.002690751928103457,0.0013219378111070132,0.001690751928103457,0.002690751928103457,0.0019999999999999996,0.002,0.0009999999999999998,1.9999999999999998,2.0,1.9999999999999998,-1.1102230246251565e-16,10,10,1.0,1.9999999999999998,0.0
2015-05-25,-0.004664907255904519,-0.002664907255904519,0.004900091239529583,0.004780085041195682,0.006368677627668341,0.002,0.002,0.0015885925864726584,2.0,2.0,2.0,-1.1102230246251565e-16,10,5,0.5,0.822814827054683,1.1771851729453169
2015-05-27,-0.004680944406627615,-0.0026809444066276146,-0.006882928632820702,-0.002105514208272692,-0.001015214091171658,0.002,0.0019999999999999996,0.001090300117101034,2.0,1.9999999999999998,2.0,1.1102230246251565e-16,10,9,0.9,1.8193997657979326,0.1806002342020675
2015-05-28,0.005824641670222935,0.007824641670222935,0.021719807324306187,0.005175813975411485,0.006244841329743283,0.002,0.0019999999999999996,0.0010690273543317987,2.0,1.9999999999999998,2.0,8.326672684688674e-17,10,9,0.9,1.8619452913364025,0.13805470866359748
2015-05-29,-0.0013175235428932938,0.0006824764571067063,-0.00024346231899891328,-0.0004280104031405646,0.000662464570826615,0.002,0.002,0.0010904749739671796,2.0,2.0,2.0,5.551115123125783e-17,10,8,0.8,1.8190500520656407,0.18094994793435926
2015-06-01,-0.00026174857152068604,0.001738251428479314,0.0013753163306314841,0.0005056566758857308,0.0015837451165964802,0.002,0.002,0.0010780884407107494,2.0,2.0,1.9999999999999998,1.1102230246251565e-16,10,9,0.9,1.8438231185785012,0.15617688142149877
2015-06-02,-0.0003338812786985877,0.001666118721301412,0.0022808443954736566,0.006153446227564591,0.007556725478206116,0.0019999999999999996,0.0019999999999999996,0.0014032792506415244,1.9999999999999998,1.9999999999999998,2.0,-9.71445146547012e-17,10,7,0.7,1.1934414987169515,0.8065585012830485
2015-06-03,0.006475901215045179,0.008475901215045179,0.0057457851293505465,0.007475901215045179,0.008475901215045179,0.002,0.002,0.001,2.0,2.0,2.0,0.0,10,10,1.0,2.0,0.0
2015-06-04,0.00937813651465165,0.01137813651465165,0.004829662453758346,0.01037813651465165,0.01137813651465165,0.002,0.002,0.001,2.0,2.0,2.0,-8.326672684688674e-17,10,10,1.0,2.0,0.0
2015-06-05,-0.0032474306416844356,-0.0012474306416844355,-0.004995309641558043,-0.0023273554306591834,-0.0012474306416844355,0.002,0.002,0.001079924788974748,2.0,2.0,2.0,0.0,10,9,0.9,1.8401504220505045,0.15984957794949572
2015-06-08,-0.004030382406182761,-0.002030382406182761,0.009064749688461353,-0.0010138893901726227,4.0508475670339786e-05,0.002,0.002,0.0010543978658429625,2.0,2.0,2.0,1.1102230246251565e-16,10,9,0.9,1.8912042683140748,0.10879573168592516
2015-06-09,0.008924312628868938,0.010924312628868938,0.014846801377025981,0.009924312628868937,0.010924312628868938,0.002,0.002,0.001,2.0,2.0,2.0,-5.551115123125783e-17,10,10,1.0,2.0,0.0
2015-06-10,0.0030459463862767245,0.005045946386276725,0.006083253672471164,0.010101973049695167,0.011443910296832114,0.0020000000000000005,0.002,0.0013419372471369477,2.0000000000000004,2.0,2.0,1.3877787807814457e-16,10,7,0.7,1.3161255057261052,0.683874494273895
2015-06-11,-0.01428542464464244,-0.01228542464464244,0.01748137551877496,0.004713084307874386,0.006323532575914792,0.002,0.002,0.0016104482680404063,2.0,2.0,2.0,-8.326672684688674e-17,10,3,0.3,0.7791034639191872,1.2208965360808126
2015-06-12,-0.00841626615330869,-0.006416266153308691,-0.00013473806154601278,-0.005426367998890208,-0.004292151071780914,0.002,0.002,0.0011342169271092947,2.0,2.0,2.0,-5.551115123125783e-17,10,8,0.8,1.7315661457814109,0.26843385421858923
2015-06-15,-0.0034103356313907674,-0.0014103356313907673,0.007610900992401531,-0.0006345190583209862,0.0005961892104446768,0.002,0.002,0.001230708268765663,2.0,2.0,2.0,4.163336342344337e-17,10,8,0.8,1.538583462468674,0.46141653753132605
2015-06-16,0.0002042290813686603,0.0022042290813686603,0.00840628300699752,0.006269694877468403,0.007557159646021288,0.002,0.002,0.0012874647685528844,2.0,2.0,2.0,0.0,10,7,0.7,1.425070462894231,0.574929537105769
2015-06-17,-0.00026541092342431075,0.0017345890765756893,0.001287765555760771,0.0017857768533449821,0.0030317556240010528,0.002,0.002,0.0012459787706560707,2.0,2.0,2.0,5.551115123125783e-17,10,8,0.8,1.5080424586878585,0.4919575413121413
2015-06-18,0.002007704672381131,0.004007704672381131,0.007619407421815662,0.00401547495537382,0.00509475235858404,0.0019999999999999996,0.0019999999999999996,0.00107927740321022,1.9999999999999998,1.9999999999999998,2.0,-5.551115123125783e-17,10,8,0.8,1.8414451935795597,0.1585548064204403
2015-06-19,-0.008255027652306384,-0.006255027652306384,0.018882177237316333,0.0019283394361802057,0.0031044354197797153,0.002,0.0019999999999999996,0.0011760959835995096,2.0,1.9999999999999998,2.0,-2.7755575615628914e-17,10,7,0.7,1.6478080328009805,0.35219196719901924
