model,spread_bps,annualized_net_return,IR,max_drawdown
net_score_ranking,5,0.4595768995236173,6.123411489488448,-0.0400887806301635
net_score_ranking,10,0.3677691062004637,4.856557055286506,-0.063622654661227
net_score_ranking,15,0.280937335836519,3.6762341613202767,-0.1416125790871595
net_score_ranking,20,0.2090727077381495,2.720291688224519,-0.2229438311113647
net_score_ranking,30,0.087386259095386,1.1448427171779474,-0.3125242353615733
net_score_ranking,50,-0.0493053654290205,-0.7391485899811551,-0.6052276517603014
