Sharpe_net,AR_net,Vol_net,MDD,n_days,variant,multiplier
8.715384106883683,1.3906120658613688,0.15955832225030908,-0.06374661498729983,2734,minus20,0.8
8.719114164418487,1.3914708204499469,0.15958855386116505,-0.06311612378493692,2734,base,1.0
8.718325977348158,1.390084189187058,0.15944393370914975,-0.061899191413576915,2734,plus20,1.2
